sample_id,source,technique,parse__status_a,parse__status_b,parse__ok_a,parse__ok_b,parse__dialog_match,parse__dialog_count_a,parse__dialog_count_b,parse__dom_match,parse__error_match,parse__errors_a,parse__errors_b,parse__net_attempts_a,parse__net_attempts_b,parse__netlog_a,parse__netlog_b,parse__semantic_match_strict,parse__valid_like_orig,parse__valid_like_obf,innerhtml__status_a,innerhtml__status_b,innerhtml__ok_a,innerhtml__ok_b,innerhtml__dialog_match,innerhtml__dialog_count_a,innerhtml__dialog_count_b,innerhtml__dom_match,innerhtml__error_match,innerhtml__errors_a,innerhtml__errors_b,innerhtml__net_attempts_a,innerhtml__net_attempts_b,innerhtml__netlog_a,innerhtml__netlog_b,innerhtml__semantic_match_strict,innerhtml__valid_like_orig,innerhtml__valid_like_obf,semantic_match_all_modes
466,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2164,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
195,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
486,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2244,3.4_llm_t1.0,base64+whitespace_noise,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1332,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2978,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1999,3.4_llm_t1.0,base64+whitespace_noise,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
444,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1064,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
943,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2436,3.4_llm_t1.0,base64+whitespace_noise,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2004,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2682,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2595,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3412,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
562,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
852,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1716,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
66,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
2804,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1802,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3721,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2618,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
862,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
387,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1223,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1022,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0
693,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1679,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1717,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
603,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1340,3.4_llm_t1.0,urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3093,3.4_tool,html_entities,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
931,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3346,3.2_multi,html_entities,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
3271,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3860,3.4_llm_t1.0,urlencode+comment_marker+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3417,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1368,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
539,3.4_llm_t1.0,comment_marker,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
312,3.4_tool,html_entities,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
503,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
327,3.2_multi,html_entities,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
897,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
999,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2938,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2696,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
201,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2610,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3577,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1591,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2923,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1014,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
255,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3810,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1607,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
2017,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
223,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2795,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2240,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1366,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
943,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
3853,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1426,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3825,3.4_llm_t1.0,urlencode+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1521,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
29,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3779,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3018,3.4_llm_t1.0,urlencode+double_urlencode+comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
550,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3244,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2495,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3419,3.4_llm_t1.0,urlencode+double_urlencode+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
274,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3037,3.2_multi,html_entities,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2478,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
1214,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1204,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2066,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1360,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1
2995,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3243,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1309,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3595,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
88,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3581,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
501,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1895,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
933,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3613,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3731,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2332,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2116,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1082,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
548,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0
3673,3.2_multi,html_entities,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2766,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1484,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
364,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1191,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2604,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1367,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
753,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1555,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3133,3.4_llm_t1.0,urlencode+html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3826,3.4_tool,html_entities,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1178,3.4_llm_t1.0,comment_marker,ok,ok,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
207,3.2_multi,html_entities,ok,ok,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2463,3.4_llm_t1.0,urlencode+html_entities+double_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
984,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1288,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3001,3.4_llm_t1.5,html_entities+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2082,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2416,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1889,3.4_llm_t1.5,html_entities+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3838,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
189,3.4_llm_t1.5,base64,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
2390,3.4_llm_t1.5,html_entities+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2182,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1183,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2274,3.4_llm_t1.5,html_entities+html_then_urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1353,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
588,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
745,3.4_llm_t1.5,html_entities+html_then_urlencode+urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1820,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3609,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
457,3.4_llm_t1.5,html_entities+html_then_urlencode+urlencode,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2166,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3256,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1165,3.4_llm_t1.5,html_entities+html_then_urlencode+whitespace_noise,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2520,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2262,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
340,3.4_llm_t1.5,html_entities+html_then_urlencode+whitespace_noise,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3123,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3152,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3291,3.4_llm_t1.5,html_entities+reverse_chunks,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1663,3.4_tool,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3069,3.4_llm_t1.5,base64,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,ok,ok,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
